Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2018-12-21 08:33:05,5,Research and Development,DK,10,5,2,1,4,5,4,4,5,5,2,2,4
2018-12-27 23:33:39,15,Finance and Administration,DK,9,5,2,3,4,5,4,4,4,4,1,3,1
2018-12-28 03:53:34,8,Customer Service,DK,10,4,2,2,4,5,5,4,5,4,3,5,2
2018-12-03 11:37:12,12,Research and Development,DK,10,4,2,2,5,5,4,4,5,5,3,4,3
2018-12-22 20:35:41,0,Human Resources,DK,9,5,2,1,4,5,4,4,3,5,3,4,3
2018-12-14 07:02:44,0,Human Resources,DK,10,5,2,1,5,5,4,4,5,4,3,1,5
2018-12-25 23:12:06,10,Human Resources,DK,9,5,1,2,5,5,4,5,3,5,1,2,4
2018-12-02 11:57:51,0,Human Resources,DK,9,5,2,1,5,5,5,4,5,5,3,1,4
2018-12-09 12:41:40,14,Finance and Administration,DK,9,4,1,3,4,5,4,4,3,5,3,1,5
2018-12-07 20:49:47,1,Customer Service,DK,9,5,2,2,5,5,5,5,4,4,2,1,5
2018-12-19 02:12:34,7,Human Resources,DK,9,5,2,2,5,5,5,4,4,4,2,5,1
2018-12-11 23:42:11,12,Customer Service,DK,10,5,2,2,4,5,4,5,5,4,1,3,4
2018-12-23 23:16:34,13,Human Resources,DK,9,4,1,2,4,5,4,4,3,5,2,5,3
2018-12-22 01:56:31,13,Finance and Administration,DK,10,4,1,1,4,5,5,4,3,4,2,5,5
2018-12-16 06:41:41,1,Production,DK,10,4,1,1,5,5,5,5,5,4,2,4,2
2018-12-04 13:12:35,15,Human Resources,DK,10,5,1,3,5,5,5,4,5,5,1,4,1
2018-12-23 03:09:46,4,Customer Service,DK,10,5,1,3,4,5,4,4,3,4,1,5,3
2018-12-30 00:36:56,5,Research and Development,DK,9,4,1,3,5,5,4,4,5,4,2,4,5
2018-12-05 05:37:49,8,Sales and Marketing,DK,10,5,2,2,5,5,4,4,3,5,1,4,5
2018-12-25 12:58:28,10,Sales and Marketing,DK,10,5,1,2,4,5,5,4,3,5,1,2,3
2018-12-23 19:31:54,5,Customer Service,DK,10,4,1,1,5,5,4,4,5,5,1,1,3
2018-12-13 22:14:09,2,Human Resources,DK,10,5,1,2,4,5,5,5,5,4,3,3,2
2018-12-04 23:14:34,3,Finance and Administration,DK,9,4,1,1,4,5,5,5,4,5,2,3,2
2018-12-27 16:55:26,13,Research and Development,DK,10,5,2,1,4,5,5,5,5,4,2,4,5
2018-12-15 04:55:40,7,Finance and Administration,DK,9,4,2,1,5,5,4,4,3,5,1,4,4
2018-12-22 21:03:07,15,Research and Development,DK,9,5,2,1,4,5,5,5,3,4,2,2,2
2018-12-30 18:03:19,12,Sales and Marketing,DK,9,4,1,1,5,5,4,4,4,5,1,3,1
2018-12-17 05:57:12,3,Customer Service,DK,10,4,1,3,5,5,5,4,3,4,3,3,1
2018-12-12 06:39:49,2,Finance and Administration,DK,10,5,2,1,5,5,4,5,3,4,3,5,5
2018-12-06 22:00:33,13,Human Resources,DK,9,4,2,1,5,5,4,5,5,5,2,3,3
2018-12-24 16:27:28,14,Finance and Administration,DK,10,5,2,1,4,5,4,4,4,5,2,2,5
2018-12-20 10:50:55,7,Finance and Administration,DK,9,5,1,3,5,5,4,4,4,4,3,5,5
2018-12-11 01:50:37,5,Production,DK,9,4,2,2,5,5,5,4,4,5,2,5,5
2018-12-10 17:08:48,11,Sales and Marketing,DK,9,5,2,3,5,5,4,5,3,4,2,2,3
2018-12-23 20:24:11,11,Customer Service,DK,9,5,2,2,4,5,5,4,5,5,1,5,3
2018-12-25 16:52:58,9,Research and Development,DK,9,5,2,2,5,5,5,4,4,5,2,4,3
2018-12-03 22:27:25,7,Finance and Administration,DK,9,5,1,2,4,5,5,5,4,5,1,4,2
2018-12-07 02:29:56,10,Production,DK,10,4,1,1,4,5,4,5,5,4,2,4,3
2018-12-18 05:16:20,14,Production,DK,10,5,1,1,4,5,4,4,4,4,2,2,5
2018-12-28 08:02:16,13,Research and Development,DK,10,4,1,3,4,5,5,5,3,4,3,2,3
2018-12-30 00:43:29,6,Research and Development,DK,10,4,2,2,4,5,5,5,3,4,3,5,4
2018-12-26 07:49:18,2,Research and Development,DK,9,5,2,3,5,5,5,4,3,4,3,2,4
2018-12-28 09:43:35,15,Finance and Administration,DK,9,5,2,3,5,5,4,5,4,5,2,1,2
2018-12-14 17:56:06,7,Human Resources,DK,9,4,2,2,5,5,4,5,5,5,3,3,4
2018-12-04 22:19:06,6,Research and Development,DK,9,4,2,3,4,5,4,4,4,4,3,1,3
2018-12-19 23:17:21,3,Sales and Marketing,DK,9,5,2,3,5,5,4,4,4,5,2,4,1
2018-12-13 01:16:25,1,Finance and Administration,DK,9,5,1,2,5,5,4,4,5,4,2,2,2
2018-12-29 08:38:45,5,Human Resources,DK,10,5,2,2,5,5,4,5,5,4,1,4,3
2018-12-12 03:25:58,14,Sales and Marketing,DK,9,5,2,2,5,5,4,4,4,4,2,1,2
2018-12-08 01:47:34,13,Human Resources,DK,10,5,1,2,5,5,4,5,3,4,2,4,5
2018-12-24 09:54:03,8,Customer Service,DK,9,4,1,1,4,5,4,5,3,5,2,4,5
2018-12-01 23:06:17,9,Production,DK,10,4,1,1,4,5,4,5,5,5,1,5,5
2018-12-20 13:03:20,2,Production,DK,9,4,2,2,4,5,5,5,5,4,1,5,1
2018-12-28 09:22:50,0,Sales and Marketing,DK,9,4,1,1,4,5,4,4,5,4,1,5,4
2018-12-04 02:18:44,0,Production,DK,10,4,1,1,4,5,5,4,5,5,1,5,5
2018-12-30 14:20:16,5,Human Resources,DK,9,4,1,2,4,5,5,5,4,5,1,1,3
2018-12-18 19:03:49,2,Production,DK,9,5,2,2,4,5,5,5,5,5,3,3,2
2018-12-29 14:45:00,6,Customer Service,DK,9,5,1,1,4,5,4,5,3,4,3,5,5
2018-12-25 09:52:47,4,Sales and Marketing,DK,9,5,1,1,4,5,5,5,3,4,3,2,1
2018-12-23 12:43:48,9,Human Resources,DK,9,4,1,1,5,5,5,5,5,4,3,4,2
2018-12-17 14:50:21,2,Production,DK,9,5,1,1,5,5,4,4,4,4,2,5,1
2018-12-11 02:42:58,1,Sales and Marketing,DK,10,5,1,3,5,5,4,4,5,4,1,4,1
2018-12-18 21:30:44,3,Production,DK,9,5,1,2,4,5,5,5,3,4,1,1,2
2018-12-22 23:40:51,0,Human Resources,DK,9,5,2,3,4,5,5,5,5,4,3,4,2
2018-12-30 15:10:41,0,Research and Development,DK,9,5,2,1,4,5,4,5,3,4,3,5,5
2018-12-24 00:04:45,8,Customer Service,DK,10,4,2,3,4,5,5,4,3,4,2,2,5
2018-12-08 11:47:33,6,Customer Service,DK,10,5,2,2,4,5,5,5,5,4,2,2,2
2018-12-06 06:37:14,5,Sales and Marketing,DK,9,5,1,3,4,5,4,4,5,5,1,2,4
2018-12-24 10:10:44,13,Customer Service,DK,9,4,1,2,4,5,5,5,3,5,1,2,1
2018-12-30 06:56:45,10,Production,DK,9,5,2,2,4,5,5,4,5,5,2,1,3
2018-12-01 04:32:59,13,Finance and Administration,DK,9,4,1,3,4,5,5,5,3,5,3,3,2
2018-12-19 04:50:57,2,Research and Development,DK,10,5,2,2,4,5,4,5,5,5,2,1,3
2018-12-23 07:25:36,4,Sales and Marketing,DK,10,5,2,2,5,5,4,5,3,4,1,3,2
2018-12-04 06:34:41,8,Customer Service,DK,10,5,2,3,5,5,5,5,4,5,1,5,2
2018-12-19 03:08:03,13,Finance and Administration,DK,10,4,1,3,5,5,5,5,5,4,1,5,5
2018-12-08 21:11:09,6,Human Resources,DK,10,5,1,1,5,5,5,4,3,4,2,4,3
2018-12-05 21:27:36,10,Research and Development,DK,10,4,2,3,5,5,4,5,5,5,1,4,5
2018-12-01 12:53:26,10,Human Resources,DK,9,5,2,1,4,5,4,4,3,5,2,4,2
2018-12-27 06:58:27,14,Sales and Marketing,DK,9,5,2,3,4,5,4,4,5,4,3,1,2
2018-12-26 15:35:28,4,Sales and Marketing,DK,10,4,2,3,5,5,4,4,3,5,2,5,3
2018-12-12 15:23:56,2,Finance and Administration,DK,10,5,1,1,4,5,4,5,5,4,3,3,3
2018-12-15 03:59:41,12,Research and Development,DK,10,5,1,2,5,5,5,5,3,4,3,5,4
2018-12-01 12:34:18,0,Sales and Marketing,DK,9,5,2,1,5,5,5,5,4,5,2,3,1
2018-12-24 15:43:43,1,Sales and Marketing,DK,10,4,2,2,4,5,4,4,3,4,1,2,3
2018-12-07 18:37:32,2,Production,DK,10,4,2,2,4,5,5,4,4,5,1,4,3
2018-12-21 01:11:50,2,Human Resources,DK,10,5,2,1,4,5,4,5,3,4,1,5,3
2018-12-20 19:59:05,10,Production,DK,9,5,2,1,5,5,5,4,5,5,1,5,5
2018-12-16 12:30:49,12,Research and Development,DK,9,4,1,3,5,5,5,5,4,5,3,1,3
2018-12-08 18:08:53,2,Sales and Marketing,DK,10,5,1,3,4,5,5,4,4,5,2,4,2
2018-12-23 11:14:24,9,Research and Development,DK,10,5,2,1,5,5,4,4,3,4,1,5,4
2018-12-03 19:42:51,12,Sales and Marketing,DK,10,4,1,3,4,5,4,5,4,5,3,2,1
2018-12-17 22:20:20,5,Customer Service,DK,10,5,1,1,4,5,5,5,3,5,1,2,4
2018-12-05 03:13:11,2,Production,DK,10,4,1,3,5,5,5,5,4,5,1,5,1
2018-12-15 12:08:06,11,Production,DK,10,4,1,2,4,5,5,5,5,4,3,2,5
2018-12-27 20:07:52,1,Customer Service,DK,10,4,1,1,5,5,4,4,3,4,2,1,4
2018-12-15 09:34:53,6,Sales and Marketing,DK,9,4,1,1,5,5,4,4,3,4,2,4,3
2018-12-28 12:58:55,11,Human Resources,DK,9,4,2,1,4,5,4,4,4,4,1,5,1
2018-12-05 06:29:22,2,Research and Development,DK,10,5,1,1,4,5,4,4,5,5,2,5,5
2018-12-16 18:29:53,0,Production,DK,9,4,1,1,5,5,5,4,5,4,3,2,3
2018-12-28 21:58:04,3,Finance and Administration,DK,9,5,2,3,5,5,5,5,4,5,2,2,5
2018-12-19 12:39:08,14,Customer Service,DK,10,4,1,3,5,5,5,4,5,4,2,3,3
2018-12-03 23:01:26,13,Human Resources,DK,10,5,2,3,4,5,5,5,5,4,1,1,2
2018-12-30 19:47:03,12,Finance and Administration,DK,10,4,1,3,4,5,5,5,4,4,1,1,1
2018-12-02 04:12:47,5,Production,DK,10,5,2,3,5,5,4,4,3,5,1,3,2
2018-12-29 11:09:25,12,Human Resources,DK,10,4,1,1,5,5,5,5,3,5,1,2,3
2018-12-09 02:26:38,5,Production,DK,10,5,1,1,5,5,4,4,5,5,1,3,5
2018-12-24 12:31:02,9,Sales and Marketing,DK,10,5,1,3,5,5,4,4,3,5,3,3,2
2018-12-12 17:54:10,0,Sales and Marketing,DK,9,5,1,2,4,5,4,4,3,4,2,2,3
2018-12-15 12:22:20,2,Customer Service,DK,9,4,1,3,4,5,5,4,3,5,1,4,1
2018-12-25 12:51:23,11,Research and Development,DK,10,5,1,2,4,5,5,5,5,4,1,2,1
2018-12-26 14:29:43,15,Human Resources,DK,9,4,1,3,4,5,5,5,5,5,3,3,2
2018-12-16 17:49:07,15,Customer Service,DK,9,5,1,1,5,5,5,4,4,4,3,1,1
2018-12-19 15:52:38,9,Human Resources,DK,9,5,1,3,5,5,4,5,4,5,1,4,4
2018-12-06 23:04:38,11,Research and Development,DK,9,4,2,3,4,5,5,5,4,5,2,5,4
2018-12-28 02:14:07,9,Finance and Administration,DK,9,4,2,2,4,5,5,5,4,4,3,2,3
2018-12-06 05:36:50,0,Human Resources,DK,10,5,2,2,4,5,5,4,5,5,2,5,5
2018-12-12 02:58:19,1,Sales and Marketing,DK,10,4,2,3,4,5,4,4,4,5,3,1,5
2018-12-30 10:46:31,2,Finance and Administration,DK,10,5,2,2,5,5,5,4,4,4,3,2,4
2018-12-10 16:43:31,1,Sales and Marketing,DK,9,5,2,1,4,5,4,5,4,5,2,3,3
