Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2019-06-27 00:41:05,5,Sales and Marketing,US,8,1,5,2,3,4,2,4,4,5,4,4,3
2019-06-18 19:17:40,9,Research and Development,US,7,3,4,3,3,3,2,1,1,1,3,4,1
2019-06-13 07:31:26,15,Customer Service,US,8,4,4,5,3,3,1,5,2,5,2,2,3
2019-06-02 16:06:38,3,Finance and Administration,US,4,2,3,1,5,3,5,1,5,3,1,2,1
2019-06-10 15:58:05,3,Sales and Marketing,US,7,1,5,2,2,1,4,5,3,1,3,2,2
2019-06-26 00:46:03,0,Sales and Marketing,US,6,1,5,1,2,5,1,4,3,3,1,1,4
2019-06-12 06:21:06,4,Finance and Administration,US,10,1,2,2,5,3,2,1,4,5,5,1,2
2019-06-25 13:04:32,2,Research and Development,US,9,3,1,5,3,1,4,3,5,3,3,1,5
2019-06-23 03:39:28,8,Production,US,9,3,5,2,2,4,3,5,5,3,3,3,4
2019-06-26 03:25:48,7,Human Resources,US,4,5,3,3,1,2,3,2,3,1,5,5,3
2019-06-05 22:52:57,3,Research and Development,US,7,4,2,4,3,4,4,5,1,3,3,4,5
2019-06-22 16:07:16,15,Research and Development,US,9,1,5,3,5,1,4,3,3,5,5,1,4
2019-06-26 19:07:49,13,Research and Development,US,6,1,4,1,4,1,5,2,1,1,2,4,5
2019-06-17 14:49:00,12,Production,US,4,3,5,1,1,2,2,4,4,2,1,4,2
2019-06-20 08:43:53,5,Customer Service,US,9,1,2,3,4,3,2,1,4,4,4,4,5
2019-06-23 03:21:20,10,Customer Service,US,4,4,2,4,3,3,4,2,1,2,4,3,3
2019-06-14 23:31:16,10,Sales and Marketing,US,5,2,5,1,5,4,5,3,3,2,4,4,2
2019-06-09 19:43:02,2,Finance and Administration,US,5,3,2,5,2,2,5,1,2,3,1,2,1
2019-06-12 16:50:47,6,Finance and Administration,US,8,5,3,4,5,5,2,1,1,5,5,3,2
2019-06-25 13:17:06,6,Human Resources,US,4,1,1,3,5,2,2,4,3,3,5,4,1
2019-06-05 00:34:45,1,Sales and Marketing,US,5,1,1,5,4,4,3,1,2,4,4,3,4
2019-06-03 16:37:04,11,Finance and Administration,US,8,1,4,1,1,4,2,3,3,3,1,3,5
2019-06-20 23:28:50,7,Human Resources,US,6,3,1,3,1,4,2,1,1,2,1,3,3
2019-06-20 06:10:18,2,Customer Service,US,5,2,1,3,4,3,2,4,4,5,5,5,5
2019-06-27 17:27:50,13,Sales and Marketing,US,6,3,5,3,1,3,4,3,3,3,3,2,2
2019-06-20 00:25:36,5,Customer Service,US,9,2,2,5,1,3,1,1,1,1,2,1,5
2019-06-10 15:44:46,6,Production,US,8,5,1,2,1,4,5,1,2,5,5,3,1
2019-06-08 15:40:46,13,Research and Development,US,10,2,4,2,5,2,1,2,3,4,5,1,1
2019-06-18 06:38:47,0,Sales and Marketing,US,7,3,1,2,4,5,5,5,1,4,5,5,4
2019-06-01 16:02:43,2,Production,US,8,2,5,2,3,3,4,5,4,2,5,1,2
2019-06-02 05:28:24,2,Sales and Marketing,US,7,3,1,4,1,4,2,1,4,3,1,2,1
2019-06-04 15:31:08,0,Finance and Administration,US,10,1,5,5,2,1,5,3,1,4,2,2,4
2019-06-17 02:30:39,11,Human Resources,US,9,2,4,2,1,2,5,1,5,3,4,4,4
2019-06-27 10:14:42,13,Research and Development,US,10,3,2,3,4,4,4,3,3,4,4,3,3
2019-06-19 20:46:34,7,Research and Development,US,10,4,3,5,2,5,2,1,1,2,3,4,5
2019-06-07 05:06:32,6,Sales and Marketing,US,8,3,3,5,5,4,1,5,4,1,3,2,2
2019-06-28 18:49:46,5,Human Resources,US,4,3,3,2,4,3,5,3,4,3,3,3,1
2019-06-07 23:59:37,1,Customer Service,US,5,2,2,1,5,4,4,5,1,2,3,1,5
2019-06-01 17:01:05,9,Production,US,9,4,2,3,4,2,3,5,1,1,2,3,2
2019-06-21 09:35:00,6,Research and Development,US,6,5,3,3,3,3,5,4,2,3,5,1,2
2019-06-12 15:30:33,12,Finance and Administration,US,7,1,4,5,5,1,4,4,1,2,3,3,4
2019-06-23 04:05:09,11,Customer Service,US,7,1,1,5,2,3,5,1,4,2,3,4,4
2019-06-06 20:49:19,6,Sales and Marketing,US,7,3,3,2,4,4,2,2,2,1,3,3,3
2019-06-06 12:06:52,11,Customer Service,US,5,4,4,1,4,4,3,2,1,5,4,1,1
2019-06-04 07:58:45,12,Finance and Administration,US,7,5,4,1,3,2,5,5,2,4,2,5,2
2019-06-04 01:32:40,4,Production,US,5,2,3,5,4,5,3,4,3,2,3,4,1
2019-06-18 04:04:33,7,Sales and Marketing,US,5,2,5,3,1,3,5,2,4,1,1,4,1
2019-06-11 20:07:06,14,Research and Development,US,6,4,4,5,5,2,2,5,5,4,5,1,5
2019-06-29 10:41:36,8,Production,US,6,2,1,4,3,2,3,2,4,1,1,3,4
2019-06-14 06:02:51,13,Production,US,4,4,1,4,1,5,2,5,4,2,1,5,4
2019-06-16 16:26:39,5,Human Resources,US,9,3,4,5,2,2,1,3,2,3,3,1,1
2019-06-17 09:15:17,6,Finance and Administration,US,4,2,4,5,2,1,1,5,1,4,1,3,5
2019-06-02 09:55:55,12,Research and Development,US,4,1,4,4,3,4,4,5,3,3,1,2,4
2019-06-20 10:11:23,12,Customer Service,US,6,5,3,1,1,4,4,3,4,2,3,4,2
2019-06-24 21:25:19,5,Sales and Marketing,US,9,3,5,2,4,1,4,3,3,1,2,4,3
2019-06-18 05:03:04,10,Finance and Administration,US,7,1,5,3,1,1,4,3,1,5,5,5,2
2019-06-14 20:01:21,12,Research and Development,US,4,1,4,5,5,4,5,5,4,2,2,3,2
2019-06-04 05:27:58,15,Customer Service,US,7,2,2,1,4,4,3,5,4,5,4,2,4
2019-06-03 10:41:24,15,Finance and Administration,US,9,4,5,4,1,3,2,2,3,3,1,1,4
2019-06-04 15:12:56,3,Human Resources,US,10,2,1,3,4,3,5,2,3,3,2,1,3
2019-06-28 21:22:57,3,Human Resources,US,5,2,1,1,4,5,1,4,2,1,1,1,4
2019-06-20 03:16:00,12,Customer Service,US,5,3,3,3,3,4,5,3,5,3,2,5,5
2019-06-26 02:46:17,5,Finance and Administration,US,5,1,1,2,3,4,4,2,4,5,3,2,2
2019-06-23 00:49:39,9,Finance and Administration,US,6,1,5,1,4,5,5,1,2,3,2,4,1
2019-06-07 16:21:21,11,Research and Development,US,10,2,2,3,3,4,2,5,4,3,1,3,2
2019-06-27 05:23:21,12,Customer Service,US,8,4,1,1,3,1,2,2,5,3,2,1,2
2019-06-29 06:32:42,6,Human Resources,US,6,3,2,3,1,5,5,4,4,1,3,2,5
2019-06-06 19:27:50,10,Customer Service,US,6,2,1,2,3,5,4,1,4,3,2,5,1
2019-06-23 21:58:59,2,Customer Service,US,10,1,5,2,1,3,1,5,2,3,4,4,5
2019-06-17 07:36:33,13,Production,US,10,1,5,1,1,1,1,1,4,2,2,4,1
2019-06-16 02:37:45,3,Production,US,5,2,5,3,1,3,5,4,5,5,3,1,1
2019-06-28 17:38:44,3,Customer Service,US,6,3,4,5,2,4,2,5,5,5,1,2,1
2019-06-23 13:23:02,8,Production,US,5,5,2,2,4,5,3,2,5,1,2,3,5
2019-06-09 20:05:51,13,Production,US,5,4,5,2,3,5,1,3,4,2,4,1,1
2019-06-20 01:54:22,6,Sales and Marketing,US,6,5,5,4,5,5,5,1,4,5,2,2,3
2019-06-06 07:11:45,3,Human Resources,US,8,2,4,1,1,2,5,4,4,3,4,1,4
2019-06-13 01:53:22,4,Sales and Marketing,US,10,5,5,1,1,3,1,1,3,3,1,5,5
2019-06-04 10:33:59,11,Finance and Administration,US,10,1,2,2,1,4,5,4,2,2,4,4,4
2019-06-19 09:48:25,7,Research and Development,US,5,2,3,5,3,5,2,4,3,1,3,1,5
2019-06-18 05:04:40,9,Customer Service,US,5,3,4,1,2,5,5,5,5,5,2,1,5
2019-06-05 13:17:22,9,Research and Development,US,7,2,5,4,2,5,4,5,1,5,2,4,4
2019-06-01 09:14:42,8,Customer Service,US,4,2,4,4,4,2,5,1,2,3,2,3,5
2019-06-05 00:02:43,3,Finance and Administration,US,9,4,4,1,1,3,5,5,5,3,5,4,4
2019-06-26 13:18:37,11,Production,US,8,1,2,1,2,2,5,2,5,2,3,5,3
2019-06-04 23:35:20,11,Production,US,6,3,3,3,3,3,3,5,5,3,5,1,4
2019-06-05 18:18:29,13,Research and Development,US,6,5,5,4,3,1,4,5,2,3,2,1,5
2019-06-03 17:54:14,9,Finance and Administration,US,10,3,2,5,3,5,3,1,2,1,2,4,3
2019-06-25 03:19:05,1,Production,US,4,1,4,4,5,4,3,5,4,5,5,4,1
2019-06-24 17:24:31,6,Finance and Administration,US,10,4,5,3,4,3,4,4,5,5,3,5,2
2019-06-01 08:07:37,9,Human Resources,US,5,1,1,3,4,2,2,1,4,1,5,1,1
2019-06-21 22:45:42,5,Production,US,4,2,3,3,2,4,4,1,4,1,2,3,5
2019-06-15 17:08:22,15,Sales and Marketing,US,4,5,2,5,2,4,5,3,1,3,3,4,1
2019-06-25 20:50:14,0,Finance and Administration,US,5,1,2,4,3,1,1,3,5,4,4,5,3
2019-06-10 10:13:04,13,Production,US,7,4,3,2,1,1,5,2,4,4,1,2,5
2019-06-08 12:27:38,15,Research and Development,US,6,2,4,3,4,2,1,1,3,1,5,4,4
2019-06-06 12:03:22,9,Finance and Administration,US,10,3,5,2,2,5,2,2,2,2,4,3,2
2019-06-07 14:21:14,6,Research and Development,US,6,5,4,4,2,3,4,2,2,5,4,2,4
2019-06-27 20:14:10,10,Customer Service,US,6,2,3,5,5,1,3,2,5,1,2,2,5
2019-06-20 07:13:13,1,Finance and Administration,US,5,3,3,2,5,3,2,2,3,1,2,2,1
2019-06-29 09:15:15,5,Research and Development,US,7,2,3,3,5,5,2,2,2,4,2,4,4
2019-06-01 21:36:16,4,Customer Service,US,9,4,5,4,5,1,3,5,3,5,4,5,2
2019-06-02 19:47:51,0,Production,US,4,1,2,2,2,2,3,3,5,1,1,5,5
2019-06-25 16:14:42,0,Production,US,4,5,1,1,3,4,4,3,3,1,2,5,1
2019-06-02 19:32:18,13,Human Resources,US,5,3,3,2,3,1,4,4,2,5,5,3,4
2019-06-29 14:09:21,3,Finance and Administration,US,10,5,4,1,5,5,4,1,4,2,2,3,2
2019-06-29 20:59:12,11,Production,US,9,2,4,2,5,3,2,1,5,2,5,3,2
2019-06-15 07:37:27,4,Research and Development,US,5,3,5,2,4,3,3,5,4,1,2,1,3
2019-06-01 11:57:50,1,Research and Development,US,4,5,5,2,3,1,4,4,3,1,3,3,4
2019-06-09 08:34:07,14,Research and Development,US,9,2,5,5,4,4,4,1,4,1,3,2,4
2019-06-07 13:34:53,9,Human Resources,US,9,2,4,1,2,3,5,1,4,1,1,1,4
2019-06-09 13:19:27,1,Research and Development,US,4,3,3,5,4,3,1,2,3,1,1,4,1
2019-06-22 23:13:01,7,Human Resources,US,5,1,1,2,1,2,4,2,5,5,1,3,3
2019-06-08 01:07:42,4,Research and Development,US,10,4,2,1,4,4,5,5,3,5,1,3,2
2019-06-28 19:36:34,3,Research and Development,US,5,4,3,2,3,1,2,3,5,1,4,5,5
2019-06-18 11:43:12,11,Finance and Administration,US,10,5,1,2,1,4,2,5,3,4,5,5,1
2019-06-20 21:14:02,3,Sales and Marketing,US,4,3,5,4,2,2,3,4,2,5,4,2,2
2019-06-11 01:15:07,13,Customer Service,US,4,2,3,2,2,2,2,3,5,2,2,3,5
2019-06-18 22:16:45,5,Sales and Marketing,US,5,4,5,1,3,5,3,1,1,1,2,4,3
2019-06-05 22:09:43,4,Finance and Administration,US,7,2,5,2,5,1,3,2,5,5,4,4,2
2019-06-29 16:59:16,10,Production,US,6,5,4,4,5,2,5,5,2,2,1,1,2
2019-06-21 03:39:13,3,Sales and Marketing,US,6,1,5,5,2,4,3,1,2,5,5,1,4
2019-06-19 01:33:31,12,Research and Development,US,9,5,1,4,3,5,5,1,2,2,2,3,5
2019-06-07 21:39:50,14,Customer Service,US,4,4,2,5,5,2,4,3,4,2,1,1,3
2019-06-27 17:51:24,5,Finance and Administration,US,6,1,5,5,3,5,5,5,1,4,1,4,3
2019-06-03 08:33:18,1,Customer Service,US,6,4,2,5,5,2,3,2,4,1,2,1,1
2019-06-27 15:01:03,7,Research and Development,US,4,3,2,1,3,2,1,5,3,4,1,1,3
2019-06-21 09:34:27,12,Research and Development,US,7,1,5,4,5,1,3,1,1,2,2,3,5
2019-06-29 22:27:24,15,Customer Service,US,10,3,4,1,3,1,4,4,5,4,2,2,1
2019-06-05 05:58:42,0,Human Resources,US,7,5,1,4,4,2,2,5,4,2,3,5,3
2019-06-28 21:39:46,12,Sales and Marketing,US,9,5,4,5,3,3,1,3,3,4,2,2,3
2019-06-12 14:14:08,3,Production,US,10,1,5,3,1,2,3,1,3,5,2,5,5
2019-06-26 10:08:07,10,Production,US,10,5,4,4,3,3,2,2,3,5,1,2,2
2019-06-14 16:27:11,10,Research and Development,US,8,1,2,3,2,1,1,5,3,5,3,1,2
2019-06-06 12:47:25,8,Research and Development,US,5,3,3,2,3,5,4,5,1,5,2,1,4
2019-06-18 21:10:50,5,Human Resources,US,10,5,3,1,1,5,2,5,1,1,4,3,1
2019-06-26 04:43:20,7,Customer Service,US,6,4,5,5,3,3,5,3,4,3,4,5,3
2019-06-28 01:44:53,14,Human Resources,US,9,2,5,2,4,1,3,2,5,1,1,1,5
2019-06-13 01:40:12,2,Customer Service,US,5,5,4,3,1,4,4,2,4,4,5,1,2
2019-06-13 12:38:12,12,Human Resources,US,6,4,4,3,5,4,5,5,1,5,2,2,4
2019-06-01 07:16:14,10,Research and Development,US,10,4,3,1,5,5,2,5,2,4,3,4,3
2019-06-28 04:35:38,8,Production,US,10,4,2,3,3,1,4,4,1,5,3,3,4
2019-06-01 09:04:22,9,Sales and Marketing,US,9,2,5,1,5,5,4,3,4,1,5,3,2
2019-06-11 01:00:29,8,Finance and Administration,US,6,3,1,4,1,4,3,2,4,1,2,3,1
2019-06-11 17:07:08,2,Sales and Marketing,US,6,4,3,3,2,5,2,2,2,1,5,5,4
2019-06-02 15:47:59,0,Customer Service,US,4,3,5,5,3,1,4,1,1,1,3,4,1
2019-06-01 08:28:18,6,Human Resources,US,10,3,4,3,3,4,4,2,2,5,5,1,4
2019-06-25 05:27:31,7,Sales and Marketing,US,8,4,2,3,2,2,5,5,5,3,3,5,1
2019-06-04 18:52:31,0,Human Resources,US,5,4,3,3,4,3,5,5,3,2,3,3,4
2019-06-02 11:22:52,12,Customer Service,US,7,3,1,2,4,1,1,4,2,4,4,2,2
2019-06-15 02:39:52,2,Sales and Marketing,US,6,1,3,2,5,2,3,2,1,4,2,3,3
2019-06-02 06:14:00,3,Finance and Administration,US,10,5,2,5,3,3,1,1,4,5,2,4,2
2019-06-08 21:50:40,4,Customer Service,US,7,3,1,1,2,4,3,5,3,1,1,3,4
2019-06-10 07:24:46,5,Sales and Marketing,US,8,3,5,2,4,5,2,1,5,4,2,2,1
2019-06-29 07:57:37,8,Customer Service,US,7,4,3,4,1,4,3,3,5,5,2,5,2
2019-06-26 06:28:31,6,Production,US,4,2,1,5,5,1,5,1,5,2,3,2,2
2019-06-16 12:51:30,4,Finance and Administration,US,6,2,2,3,2,1,5,4,1,1,2,4,2
2019-06-10 08:47:35,10,Research and Development,US,8,4,3,4,1,5,5,4,5,5,5,3,5
2019-06-12 17:03:50,0,Research and Development,US,8,3,1,5,3,3,3,3,3,5,4,3,4
2019-06-18 09:34:04,7,Research and Development,US,6,3,1,1,4,3,4,1,2,1,2,1,5
2019-06-18 06:14:54,12,Production,US,8,1,5,1,4,3,5,4,4,2,5,2,2
2019-06-20 23:15:39,13,Customer Service,US,9,1,5,4,2,4,3,5,4,2,3,5,2
2019-06-03 07:06:03,0,Finance and Administration,US,6,5,2,4,2,4,2,1,1,4,2,5,5
2019-06-28 21:10:40,9,Research and Development,US,6,1,2,2,4,1,4,3,2,1,2,3,4
2019-06-19 21:00:22,9,Finance and Administration,US,5,4,1,4,4,2,4,3,2,2,1,2,4
2019-06-17 07:04:22,11,Research and Development,US,10,1,4,5,5,3,5,2,1,1,2,5,5
2019-06-07 11:48:29,6,Research and Development,US,8,4,2,2,3,5,2,2,4,1,3,5,3
2019-06-04 00:21:27,5,Human Resources,US,10,2,4,4,2,2,3,4,5,1,2,2,3
2019-06-06 06:36:53,8,Research and Development,US,6,2,1,4,2,2,4,4,4,3,1,1,5
2019-06-07 12:56:12,11,Human Resources,US,7,1,1,1,3,4,5,5,5,3,2,2,4
2019-06-02 14:57:04,6,Human Resources,US,7,2,2,5,2,2,5,1,5,3,5,1,4
2019-06-18 04:02:52,6,Sales and Marketing,US,7,1,5,2,3,4,4,1,5,5,1,2,2
2019-06-12 15:21:40,7,Finance and Administration,US,7,2,3,3,5,4,5,4,2,1,4,2,1
2019-06-01 17:59:12,12,Customer Service,US,8,2,4,4,1,1,3,1,4,5,1,2,5
2019-06-16 21:18:56,13,Human Resources,US,6,5,1,2,3,3,1,3,4,1,1,2,5
2019-06-22 13:20:01,10,Customer Service,US,4,4,3,1,4,4,5,1,1,3,5,5,2
2019-06-29 18:55:13,8,Finance and Administration,US,6,5,5,5,5,2,4,2,4,3,2,4,3
2019-06-21 20:08:08,10,Human Resources,US,8,4,4,3,2,4,4,1,4,3,1,5,5
2019-06-02 09:21:20,7,Research and Development,US,6,5,2,4,5,3,3,3,1,2,1,2,3
2019-06-20 05:19:27,7,Customer Service,US,6,2,5,1,3,2,2,5,1,1,1,2,1
2019-06-13 03:53:43,3,Human Resources,US,6,5,4,2,1,2,2,5,3,4,3,3,4
2019-06-29 23:25:02,13,Production,US,10,4,5,1,1,4,4,2,3,5,1,2,4
2019-06-12 04:29:37,12,Customer Service,US,6,5,2,4,1,2,2,5,3,2,4,3,5
2019-06-03 22:52:58,1,Research and Development,US,8,1,1,4,4,2,2,5,3,3,4,4,4
2019-06-26 19:05:27,6,Finance and Administration,US,10,2,1,4,3,3,2,4,1,1,2,1,5
2019-06-21 21:47:06,0,Sales and Marketing,US,6,2,5,1,1,5,3,1,4,1,2,4,5
2019-06-26 07:39:18,6,Production,US,7,4,2,3,5,5,2,4,2,2,3,1,5
2019-06-14 14:16:47,0,Sales and Marketing,US,9,3,3,3,3,5,1,3,2,4,2,3,2
2019-06-06 10:52:25,12,Research and Development,US,6,5,4,4,5,1,1,1,4,2,3,1,4
2019-06-13 21:24:14,1,Research and Development,US,6,4,3,2,3,2,5,1,1,2,4,4,3
2019-06-12 15:40:55,6,Customer Service,US,8,3,3,1,4,5,5,2,5,4,4,4,5
2019-06-12 23:17:03,3,Sales and Marketing,US,5,5,1,5,4,5,2,4,3,3,1,3,3
2019-06-25 11:14:45,14,Finance and Administration,US,6,1,4,2,3,4,3,4,2,2,2,2,5
2019-06-14 09:29:12,2,Production,US,6,1,4,1,3,4,1,4,1,4,1,1,2
2019-06-05 00:25:15,10,Sales and Marketing,US,6,5,3,1,3,4,5,3,4,5,5,5,4
2019-06-02 18:30:01,12,Human Resources,US,5,2,4,2,5,2,2,4,4,3,5,2,1
2019-06-13 16:48:04,12,Customer Service,US,6,5,4,4,5,3,4,5,2,1,1,3,5
2019-06-10 13:01:43,5,Human Resources,US,5,1,1,2,4,2,5,5,2,1,4,2,3
2019-06-15 15:45:46,5,Finance and Administration,US,5,4,2,5,4,2,3,4,5,5,4,3,5
2019-06-24 14:05:09,5,Finance and Administration,US,4,1,5,1,5,3,1,4,4,5,3,2,3
2019-06-25 15:29:58,0,Finance and Administration,US,8,2,2,5,5,5,4,5,5,1,5,2,1
2019-06-18 06:47:25,13,Production,US,5,4,3,1,2,1,1,5,2,5,2,3,3
2019-06-28 03:19:10,6,Human Resources,US,4,3,2,5,5,5,4,1,2,2,5,2,1
2019-06-12 22:23:19,9,Customer Service,US,7,3,3,1,4,2,2,5,4,5,3,3,1
2019-06-19 12:57:34,7,Production,US,9,2,4,5,3,1,5,5,2,5,1,2,4
2019-06-13 12:20:16,6,Customer Service,US,6,2,3,3,3,3,2,2,3,5,5,1,5
2019-06-29 13:55:47,6,Research and Development,US,4,4,1,4,1,1,1,1,3,4,1,1,1
2019-06-03 13:28:26,1,Research and Development,US,8,2,5,4,4,1,2,2,1,1,2,1,2
2019-06-11 11:36:09,1,Human Resources,US,5,4,5,1,2,2,5,4,4,1,4,2,1
2019-06-24 00:08:41,7,Sales and Marketing,US,9,3,5,4,2,3,1,2,3,1,5,4,5
2019-06-13 15:33:00,15,Human Resources,US,7,2,5,1,5,5,1,1,4,3,3,2,3
2019-06-22 17:10:24,1,Finance and Administration,US,7,4,1,2,5,1,2,5,1,5,1,4,2
2019-06-13 17:52:15,8,Sales and Marketing,US,8,4,2,4,2,3,1,3,2,5,5,2,1
2019-06-21 20:01:02,10,Finance and Administration,US,5,4,3,1,2,3,3,3,1,1,4,1,1
2019-06-02 19:34:47,4,Finance and Administration,US,4,4,4,5,2,3,5,4,3,4,5,4,3
2019-06-28 04:00:51,6,Finance and Administration,US,6,4,2,1,4,4,2,1,3,5,1,4,5
2019-06-23 01:54:22,12,Research and Development,US,9,2,3,2,3,4,5,2,3,2,4,4,4
2019-06-26 16:01:19,5,Human Resources,US,8,4,2,3,1,3,1,1,1,4,5,2,3
2019-06-29 23:38:54,10,Production,US,7,1,4,4,4,1,2,2,2,5,1,3,5
2019-06-15 20:38:50,13,Human Resources,US,9,5,1,2,5,4,3,4,5,5,4,5,1
2019-06-07 04:46:01,3,Production,US,5,4,4,4,4,5,3,2,3,2,2,2,2
2019-06-17 02:39:18,14,Research and Development,US,8,1,5,1,1,2,5,1,2,1,5,4,5
2019-06-09 04:38:38,13,Human Resources,US,8,2,5,1,3,3,2,3,4,5,4,2,2
2019-06-25 06:41:28,12,Production,US,7,5,1,2,3,5,3,3,4,4,2,5,1
2019-06-02 16:08:57,1,Production,US,9,3,1,1,5,3,5,3,1,5,4,1,5
2019-06-24 19:07:42,3,Sales and Marketing,US,10,1,2,4,1,2,4,3,1,3,3,2,4
2019-06-11 08:10:00,10,Production,US,9,1,3,2,2,3,5,1,3,5,3,5,4
2019-06-08 00:27:17,9,Human Resources,US,8,5,2,2,4,5,1,3,3,2,4,1,5
2019-06-13 01:56:00,7,Sales and Marketing,US,5,1,3,5,4,4,3,4,2,1,3,3,4
2019-06-04 09:37:23,2,Production,US,6,5,2,1,5,2,4,5,1,1,3,1,5
2019-06-22 10:12:19,7,Customer Service,US,7,2,3,2,5,3,5,5,4,5,4,1,4
2019-06-29 18:24:37,5,Human Resources,US,9,1,1,1,4,1,4,1,4,2,2,1,4
2019-06-29 21:00:32,11,Production,US,8,4,4,4,1,4,4,5,2,2,4,1,2
2019-06-25 15:15:00,6,Research and Development,US,7,1,1,3,3,4,5,2,2,5,5,1,5
2019-06-05 21:58:37,3,Finance and Administration,US,8,2,5,1,2,3,3,1,3,3,2,5,5
2019-06-23 19:16:08,1,Research and Development,US,8,5,2,4,5,5,1,4,2,2,3,2,4
2019-06-04 21:09:01,12,Production,US,9,5,2,4,1,3,3,2,3,2,1,5,1
2019-06-17 18:47:03,3,Sales and Marketing,US,5,3,2,5,5,1,3,2,2,1,1,4,5
2019-06-06 19:44:34,2,Research and Development,US,8,4,3,2,5,1,2,5,3,5,5,2,1
2019-06-10 22:42:16,10,Sales and Marketing,US,10,4,5,2,2,3,4,1,3,5,1,5,3
2019-06-28 10:11:38,8,Sales and Marketing,US,4,3,5,2,3,1,1,4,2,4,3,2,1
2019-06-03 21:32:00,1,Research and Development,US,10,3,2,5,1,3,4,3,3,5,2,1,4
2019-06-20 07:22:14,14,Customer Service,US,5,2,1,5,5,2,3,4,3,1,1,5,5
2019-06-01 23:59:43,10,Customer Service,US,10,4,1,4,3,3,5,1,5,3,4,5,5
2019-06-19 12:00:52,0,Customer Service,US,9,5,4,1,2,1,4,2,4,2,2,4,4
2019-06-02 06:20:53,2,Human Resources,US,4,2,2,3,4,5,5,4,4,2,1,2,1
2019-06-24 13:24:08,1,Human Resources,US,9,1,4,2,3,3,3,2,1,1,3,5,3
