Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2020-06-15 23:14:02,11,Research and Development,DK,9,4,2,2,1,5,2,5,3,5,3,3,1
2020-06-26 21:20:42,11,Human Resources,DK,9,3,1,1,1,4,4,5,5,1,1,3,1
2020-06-10 01:07:21,8,Production,DK,6,5,5,3,4,2,3,2,4,4,5,4,1
2020-06-14 15:59:31,8,Customer Service,DK,5,4,2,4,3,2,3,5,3,1,1,3,4
2020-06-20 07:48:24,5,Human Resources,DK,5,3,2,2,5,4,1,4,5,1,5,1,5
2020-06-01 21:36:19,2,Customer Service,DK,5,1,4,5,3,4,3,1,4,5,3,5,2
2020-06-29 18:29:44,5,Human Resources,DK,9,2,4,4,2,1,1,5,2,4,2,4,4
2020-06-22 00:28:45,5,Finance and Administration,DK,9,1,2,1,4,3,4,1,1,3,4,5,4
2020-06-16 14:45:47,6,Sales and Marketing,DK,9,3,5,3,5,2,1,4,3,2,4,1,2
2020-06-23 22:23:13,2,Production,DK,8,4,5,2,4,4,2,1,2,2,3,1,3
2020-06-19 05:08:26,14,Human Resources,DK,8,2,4,4,1,5,3,4,1,5,1,1,2
2020-06-14 22:30:23,13,Human Resources,DK,10,3,4,4,5,4,5,2,4,1,3,5,5
2020-06-09 14:19:48,4,Production,DK,10,1,5,3,4,1,2,5,1,4,1,1,5
2020-06-06 18:10:21,12,Human Resources,DK,8,1,1,2,1,5,4,4,1,1,5,5,1
2020-06-25 08:46:36,9,Finance and Administration,DK,5,4,2,5,1,5,4,4,5,1,2,3,1
2020-06-25 11:19:08,3,Human Resources,DK,4,2,2,3,4,2,5,3,5,5,1,4,5
2020-06-14 22:58:22,13,Research and Development,DK,8,2,2,1,1,5,3,4,3,4,4,2,1
2020-06-24 23:23:14,10,Production,DK,8,4,1,5,3,2,5,2,2,1,4,4,2
2020-06-01 16:11:21,1,Sales and Marketing,DK,4,2,3,3,1,1,5,3,2,3,2,4,2
2020-06-12 07:12:19,12,Human Resources,DK,5,3,4,1,4,4,5,2,2,5,5,2,5
2020-06-14 15:26:37,0,Human Resources,DK,7,2,1,4,3,2,1,3,5,1,5,3,4
2020-06-24 11:01:05,13,Production,DK,9,5,3,5,1,1,4,1,1,1,1,5,4
2020-06-25 13:31:35,7,Customer Service,DK,8,5,4,5,4,3,5,5,4,3,1,4,1
2020-06-10 15:39:17,5,Production,DK,7,3,5,1,4,2,5,4,4,3,1,4,2
2020-06-08 21:59:10,7,Customer Service,DK,7,1,3,1,5,3,2,2,2,1,2,5,1
2020-06-24 06:32:31,12,Human Resources,DK,10,5,3,3,4,1,3,5,3,3,3,2,3
2020-06-02 23:11:04,5,Production,DK,7,5,5,3,2,2,1,1,1,5,3,2,3
2020-06-05 02:07:03,11,Human Resources,DK,8,2,3,1,1,3,1,2,5,1,3,4,3
2020-06-29 16:02:33,12,Customer Service,DK,7,5,1,1,2,1,4,5,2,1,3,3,3
2020-06-07 03:34:08,0,Finance and Administration,DK,10,4,2,1,5,3,4,5,1,1,4,2,5
2020-06-25 21:42:07,10,Customer Service,DK,7,2,2,1,5,2,3,3,5,5,2,1,3
2020-06-26 21:31:12,1,Research and Development,DK,4,1,2,1,5,5,5,5,1,5,5,2,5
2020-06-06 04:19:11,8,Production,DK,8,3,5,2,4,5,3,4,3,4,1,3,2
2020-06-05 00:24:08,5,Production,DK,4,2,1,5,5,3,1,5,1,5,1,3,5
2020-06-13 03:36:16,5,Finance and Administration,DK,6,4,5,2,2,1,3,3,5,3,1,3,2
2020-06-05 23:52:14,6,Sales and Marketing,DK,6,4,3,3,5,5,1,5,4,2,2,2,4
2020-06-12 20:21:07,11,Human Resources,DK,10,5,4,1,3,2,1,4,3,4,3,3,1
2020-06-19 03:34:01,6,Sales and Marketing,DK,5,5,3,5,4,1,4,3,2,1,3,4,2
2020-06-08 03:09:03,4,Finance and Administration,DK,7,5,1,1,4,1,2,5,4,1,2,4,4
2020-06-22 10:24:34,6,Finance and Administration,DK,7,2,2,3,5,5,3,5,2,5,5,4,3
2020-06-08 08:17:55,14,Customer Service,DK,8,4,3,4,2,5,3,4,1,1,5,5,5
2020-06-16 03:54:24,15,Production,DK,8,1,3,3,3,1,4,1,1,2,1,5,5
2020-06-01 22:13:22,8,Research and Development,DK,10,2,1,1,2,4,5,5,1,2,3,3,2
2020-06-03 13:04:42,6,Research and Development,DK,5,1,4,4,3,2,4,4,1,5,4,4,2
2020-06-26 16:19:48,8,Production,DK,8,1,1,2,5,4,1,5,5,3,4,1,1
2020-06-28 19:05:39,9,Research and Development,DK,10,4,4,5,1,1,2,1,5,2,4,2,5
2020-06-17 05:03:35,14,Customer Service,DK,4,5,2,5,2,4,4,4,3,1,1,5,2
2020-06-18 03:23:52,10,Finance and Administration,DK,9,5,5,2,1,2,2,4,5,3,4,4,5
2020-06-02 06:48:36,11,Finance and Administration,DK,8,2,5,1,2,3,2,4,2,1,5,4,3
2020-06-06 05:27:52,0,Human Resources,DK,9,3,2,4,3,3,4,1,4,5,1,3,3
2020-06-11 11:24:34,5,Production,DK,9,5,3,3,3,5,5,1,1,5,3,3,1
2020-06-06 10:34:18,7,Sales and Marketing,DK,8,5,2,5,2,3,1,2,4,2,4,2,4
2020-06-04 00:05:59,10,Customer Service,DK,9,1,5,1,2,1,4,3,4,1,5,4,2
2020-06-18 12:28:04,15,Production,DK,9,2,5,3,5,4,4,2,1,4,1,3,4
2020-06-07 20:53:27,4,Sales and Marketing,DK,8,5,3,2,4,3,1,4,2,1,5,1,4
2020-06-21 22:44:34,14,Customer Service,DK,6,4,1,1,5,2,2,1,4,5,3,5,4
2020-06-29 13:35:40,1,Research and Development,DK,5,3,2,1,5,2,1,4,2,5,4,3,3
2020-06-27 19:51:26,1,Customer Service,DK,4,1,2,2,3,3,3,4,2,1,2,2,2
2020-06-01 23:56:50,15,Customer Service,DK,6,2,3,4,1,2,2,1,2,1,5,1,5
2020-06-22 04:04:51,12,Customer Service,DK,6,4,5,1,4,5,5,3,5,2,5,1,3
2020-06-12 18:51:35,0,Sales and Marketing,DK,4,3,3,1,4,5,1,2,4,1,2,1,4
2020-06-01 14:36:49,9,Research and Development,DK,7,1,4,4,1,4,4,5,5,1,1,5,1
2020-06-14 07:52:45,12,Sales and Marketing,DK,8,5,5,4,4,3,4,1,4,1,5,2,5
2020-06-06 11:16:24,1,Finance and Administration,DK,10,4,4,1,5,4,3,5,4,4,3,1,5
2020-06-22 22:57:55,9,Finance and Administration,DK,7,4,4,2,4,1,4,1,3,2,1,1,3
2020-06-28 21:09:52,2,Production,DK,4,1,5,3,2,4,4,3,3,4,1,3,2
2020-06-08 20:24:52,7,Sales and Marketing,DK,8,4,1,1,5,3,4,4,5,3,3,1,2
