Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2019-06-10 06:52:51,1,Research and Development,DK,8,2,4,4,1,4,3,3,5,3,2,1,4
2019-06-08 23:55:20,2,Customer Service,DK,7,3,1,2,4,4,3,5,5,2,5,1,5
2019-06-03 12:00:23,12,Production,DK,9,5,3,1,5,1,4,1,1,3,2,5,4
2019-06-15 00:07:29,5,Research and Development,DK,5,4,4,2,4,4,3,1,5,3,3,3,4
2019-06-13 06:18:46,13,Human Resources,DK,4,5,1,3,1,1,5,2,3,5,1,3,1
2019-06-19 02:17:57,13,Customer Service,DK,4,5,1,2,4,5,3,1,4,5,1,1,4
2019-06-23 04:15:49,6,Sales and Marketing,DK,8,4,3,3,3,4,2,3,4,2,3,1,4
2019-06-21 01:06:35,12,Sales and Marketing,DK,10,5,5,1,3,1,4,2,3,4,2,1,3
2019-06-16 20:46:21,5,Sales and Marketing,DK,5,2,3,1,3,1,4,4,5,2,5,2,1
2019-06-01 13:03:14,14,Production,DK,9,5,3,5,4,5,2,2,5,2,4,5,4
2019-06-05 10:06:40,5,Human Resources,DK,4,3,5,3,2,2,5,3,2,5,1,3,1
2019-06-19 19:20:32,10,Customer Service,DK,4,5,5,3,5,4,2,1,1,2,2,2,5
2019-06-10 14:26:54,2,Production,DK,5,5,5,1,5,1,5,1,4,3,1,5,5
2019-06-04 02:30:50,2,Human Resources,DK,6,1,5,1,5,3,1,4,3,4,2,5,2
2019-06-22 03:05:53,8,Research and Development,DK,10,3,4,2,5,2,2,2,5,2,4,1,4
2019-06-15 14:33:47,7,Customer Service,DK,8,4,2,3,2,1,4,1,2,2,3,2,4
2019-06-01 05:46:47,1,Human Resources,DK,8,3,2,2,1,5,2,4,3,3,4,1,3
2019-06-16 01:23:51,11,Customer Service,DK,9,3,2,1,1,1,2,2,2,3,5,4,2
2019-06-22 20:27:53,8,Sales and Marketing,DK,9,1,1,5,4,3,1,2,1,5,1,1,4
2019-06-23 14:44:59,14,Human Resources,DK,10,2,4,1,2,4,3,1,2,4,1,1,3
2019-06-22 01:25:59,14,Research and Development,DK,9,4,1,5,1,4,5,5,1,5,4,2,5
2019-06-18 04:50:24,14,Human Resources,DK,6,5,3,4,1,5,2,1,3,4,2,1,2
2019-06-19 00:58:03,1,Finance and Administration,DK,5,1,4,3,2,1,5,2,3,1,3,4,4
2019-06-06 05:02:41,15,Research and Development,DK,8,1,1,4,4,1,4,5,2,4,1,5,4
2019-06-02 13:03:08,6,Sales and Marketing,DK,8,3,1,1,1,3,5,2,2,3,1,2,5
2019-06-20 03:12:35,7,Customer Service,DK,8,4,5,3,4,3,3,3,2,3,1,1,2
2019-06-05 03:09:54,2,Production,DK,10,3,1,4,5,2,4,1,5,3,5,3,5
2019-06-22 05:36:32,2,Finance and Administration,DK,4,1,3,4,2,3,1,2,3,3,3,4,4
2019-06-21 18:18:07,8,Research and Development,DK,5,3,2,4,4,4,5,3,2,2,5,3,5
2019-06-13 23:48:58,1,Customer Service,DK,10,1,4,2,5,4,2,5,1,2,3,2,5
2019-06-21 09:48:00,3,Sales and Marketing,DK,8,2,4,5,2,2,5,1,2,1,5,1,2
2019-06-23 04:45:42,7,Customer Service,DK,9,2,3,1,4,3,4,2,3,4,4,2,3
2019-06-07 21:37:55,10,Research and Development,DK,9,4,1,3,1,1,5,2,4,3,1,2,4
2019-06-01 23:31:42,11,Finance and Administration,DK,5,1,1,5,2,5,5,4,3,1,5,5,4
2019-06-02 12:10:56,11,Finance and Administration,DK,6,5,5,1,5,5,2,4,4,1,5,3,3
2019-06-19 21:58:35,8,Finance and Administration,DK,6,1,5,5,5,4,3,3,2,1,3,2,3
2019-06-02 12:00:17,5,Customer Service,DK,6,1,2,1,5,2,5,4,4,4,5,3,3
2019-06-23 18:15:38,10,Customer Service,DK,10,2,2,2,5,5,3,5,3,5,1,1,2
2019-06-04 11:02:55,7,Sales and Marketing,DK,6,4,2,4,5,5,2,3,4,5,2,1,5
2019-06-21 16:32:11,12,Finance and Administration,DK,6,1,1,2,5,4,4,2,5,1,2,4,3
2019-06-11 18:05:31,4,Sales and Marketing,DK,9,3,1,4,3,5,2,3,5,1,4,3,2
2019-06-19 18:18:15,6,Sales and Marketing,DK,6,3,2,1,4,4,5,2,4,5,3,4,4
2019-06-03 03:31:01,10,Customer Service,DK,5,4,5,3,5,2,4,4,3,2,1,2,2
2019-06-06 16:26:36,15,Research and Development,DK,10,3,2,4,4,2,5,5,2,5,2,4,5
2019-06-16 22:44:19,3,Customer Service,DK,7,1,5,1,1,3,1,3,5,4,1,5,3
2019-06-17 00:01:31,2,Research and Development,DK,10,5,1,4,1,3,5,5,4,3,1,2,2
2019-06-29 08:51:01,5,Research and Development,DK,7,3,3,3,2,3,1,3,5,1,3,1,4
2019-06-25 18:05:23,8,Research and Development,DK,6,3,4,4,2,1,1,3,3,1,4,5,1
2019-06-14 14:00:56,3,Finance and Administration,DK,8,5,4,1,4,5,1,2,4,4,4,2,1
2019-06-02 11:43:06,8,Finance and Administration,DK,4,1,3,2,5,3,1,5,2,4,3,2,1
2019-06-25 12:41:04,0,Production,DK,4,4,5,3,1,3,1,5,1,5,4,5,4
2019-06-01 17:15:53,14,Research and Development,DK,6,5,3,5,3,1,3,4,4,4,2,5,4
2019-06-22 00:12:03,5,Sales and Marketing,DK,10,2,1,5,4,1,2,1,1,2,4,4,1
2019-06-16 15:36:46,7,Customer Service,DK,6,2,5,4,5,3,4,2,2,5,2,2,1
2019-06-20 02:04:27,1,Sales and Marketing,DK,6,1,5,1,3,1,1,5,5,5,1,3,5
2019-06-19 01:31:35,8,Finance and Administration,DK,8,3,3,2,1,1,3,2,3,1,1,1,1
2019-06-21 19:12:19,13,Sales and Marketing,DK,6,2,3,2,2,5,3,3,3,3,3,3,1
2019-06-03 13:35:21,10,Sales and Marketing,DK,9,2,3,5,2,2,2,3,3,4,3,3,3
2019-06-27 09:18:45,15,Sales and Marketing,DK,5,1,1,3,3,4,2,3,2,5,2,3,5
2019-06-28 23:44:51,3,Sales and Marketing,DK,7,3,1,1,1,5,1,4,5,4,3,1,4
2019-06-13 05:55:05,2,Finance and Administration,DK,6,2,2,5,4,3,1,4,5,2,5,2,5
2019-06-10 19:34:49,8,Finance and Administration,DK,4,3,2,3,5,3,5,2,2,2,1,2,3
2019-06-04 06:05:39,6,Research and Development,DK,10,1,4,4,1,5,2,3,4,3,1,1,5
2019-06-07 13:10:51,1,Finance and Administration,DK,4,2,5,3,4,1,4,1,4,3,5,5,3
2019-06-08 16:36:06,10,Human Resources,DK,6,4,2,5,1,3,4,3,4,4,4,1,4
2019-06-08 08:34:56,5,Sales and Marketing,DK,7,1,3,4,3,2,2,2,3,5,2,5,1
2019-06-06 22:49:33,0,Human Resources,DK,9,1,3,2,5,1,2,2,4,1,5,1,1
2019-06-10 07:06:27,15,Finance and Administration,DK,6,1,4,3,4,1,5,5,4,5,2,3,3
2019-06-16 07:26:27,7,Sales and Marketing,DK,9,5,5,4,2,2,4,3,4,2,2,4,2
2019-06-04 05:46:41,8,Research and Development,DK,4,3,1,5,4,1,5,2,5,3,5,2,1
2019-06-05 02:45:24,7,Sales and Marketing,DK,10,4,3,3,5,4,4,4,2,3,1,3,2
2019-06-04 21:57:32,0,Customer Service,DK,9,3,2,3,1,4,3,4,1,5,2,1,1
2019-06-12 00:08:46,13,Finance and Administration,DK,6,4,4,1,3,1,3,2,1,5,4,3,4
2019-06-24 16:56:59,2,Finance and Administration,DK,4,4,1,4,3,5,3,4,5,3,2,4,2
2019-06-28 12:45:10,10,Sales and Marketing,DK,4,2,2,5,3,2,1,5,2,3,4,1,3
2019-06-13 22:49:39,2,Finance and Administration,DK,8,3,5,2,3,2,3,5,5,1,4,2,3
2019-06-22 23:31:43,9,Production,DK,6,1,2,4,3,4,1,3,5,1,5,2,4
2019-06-11 20:20:16,13,Research and Development,DK,4,1,1,2,3,2,5,5,3,2,1,3,1
2019-06-24 14:41:24,15,Research and Development,DK,10,4,3,1,2,4,2,4,3,5,2,2,3
2019-06-29 00:59:13,15,Human Resources,DK,9,5,2,3,2,3,2,5,2,5,2,2,3
2019-06-12 11:35:56,4,Customer Service,DK,7,4,3,2,3,5,2,1,1,4,5,3,2
2019-06-27 07:38:05,10,Research and Development,DK,9,1,4,4,2,2,3,5,5,4,3,2,1
2019-06-26 07:40:18,0,Sales and Marketing,DK,4,1,1,3,1,1,3,3,2,5,5,4,4
2019-06-22 10:35:44,15,Customer Service,DK,4,1,4,4,3,2,2,2,2,3,5,2,5
2019-06-14 08:36:50,6,Sales and Marketing,DK,8,4,1,5,4,1,5,4,3,3,5,5,4
2019-06-08 19:20:25,14,Customer Service,DK,7,4,4,3,3,5,2,2,3,4,5,5,1
2019-06-26 20:55:38,8,Finance and Administration,DK,10,3,2,3,1,3,3,3,1,4,3,1,3
2019-06-17 01:50:53,4,Production,DK,8,3,1,5,4,5,2,2,1,4,4,2,4
2019-06-26 15:04:45,11,Finance and Administration,DK,5,3,3,2,4,1,1,4,1,1,2,3,1
2019-06-11 05:21:11,9,Sales and Marketing,DK,9,4,5,4,1,1,1,4,3,1,4,4,5
2019-06-10 18:59:14,15,Production,DK,9,3,2,4,5,5,2,5,1,5,3,4,1
2019-06-24 17:26:18,3,Finance and Administration,DK,8,2,1,5,5,4,5,2,5,1,1,1,5
2019-06-23 10:23:47,14,Finance and Administration,DK,8,3,5,3,4,5,5,2,4,5,5,4,4
2019-06-03 19:12:46,7,Customer Service,DK,4,3,4,2,5,1,5,2,2,5,3,1,5
2019-06-07 15:32:19,5,Production,DK,9,1,4,2,1,2,1,5,2,4,3,4,4
2019-06-24 10:03:29,5,Customer Service,DK,9,5,5,5,5,1,2,2,3,3,2,2,1
2019-06-09 01:10:29,8,Sales and Marketing,DK,5,3,1,5,5,2,1,1,2,5,1,3,3
2019-06-18 19:09:06,9,Sales and Marketing,DK,9,3,1,4,1,2,5,3,2,1,5,3,1
2019-06-19 03:40:48,1,Finance and Administration,DK,10,4,4,4,2,3,1,1,3,5,1,2,4
2019-06-16 15:42:46,5,Sales and Marketing,DK,8,1,4,2,2,5,1,3,4,2,3,5,5
2019-06-06 22:26:40,8,Production,DK,7,5,3,4,5,1,5,5,2,4,4,4,3
2019-06-25 20:26:29,7,Customer Service,DK,10,2,2,3,2,5,2,3,3,4,5,3,3
2019-06-27 01:24:11,6,Production,DK,10,1,1,2,3,5,5,4,1,2,2,2,2
2019-06-03 14:25:21,2,Customer Service,DK,10,1,4,3,4,4,1,3,2,4,3,4,4
2019-06-07 06:44:03,14,Finance and Administration,DK,4,3,1,5,3,3,5,1,4,1,2,3,5
2019-06-10 12:45:03,15,Human Resources,DK,6,1,1,2,1,5,2,2,3,5,2,2,5
2019-06-27 00:33:30,1,Human Resources,DK,8,5,3,4,5,1,4,5,4,5,2,1,4
2019-06-24 09:14:21,7,Sales and Marketing,DK,5,5,1,3,1,1,5,1,5,5,5,4,1
2019-06-12 17:26:14,0,Human Resources,DK,8,2,2,4,5,2,5,2,2,5,3,4,3
2019-06-07 15:09:58,0,Human Resources,DK,5,2,4,5,2,5,1,2,2,3,4,3,5
2019-06-21 01:10:03,7,Sales and Marketing,DK,9,3,5,3,1,1,2,3,2,5,3,4,3
2019-06-04 07:01:51,5,Research and Development,DK,6,3,4,4,1,3,4,3,1,5,4,4,3
2019-06-05 19:27:27,2,Research and Development,DK,6,5,3,5,2,5,2,4,3,5,1,5,4
2019-06-10 00:58:25,1,Research and Development,DK,5,3,5,4,5,2,2,4,2,1,3,2,4
2019-06-09 21:43:06,14,Sales and Marketing,DK,6,2,3,3,2,2,1,2,5,4,4,1,1
2019-06-09 14:13:00,5,Production,DK,7,2,3,1,3,2,2,4,2,3,4,4,5
2019-06-04 12:07:56,6,Production,DK,4,4,5,4,2,1,4,3,1,2,3,1,2
2019-06-17 21:25:52,2,Human Resources,DK,7,3,1,5,3,5,3,1,2,4,2,3,5
2019-06-28 12:42:55,13,Customer Service,DK,8,2,3,5,3,4,4,5,5,2,2,4,4
2019-06-08 03:57:52,2,Research and Development,DK,6,4,4,1,1,1,4,4,4,1,4,5,5
2019-06-01 21:43:43,6,Research and Development,DK,10,4,1,4,1,2,2,5,5,4,5,2,3
2019-06-29 06:54:19,9,Production,DK,5,5,2,5,3,5,3,5,4,2,1,1,3
2019-06-03 19:16:43,9,Sales and Marketing,DK,9,3,1,1,1,2,4,2,5,2,2,1,4
2019-06-28 02:26:30,6,Production,DK,5,2,3,4,2,5,1,4,4,1,1,4,5
2019-06-20 03:19:23,1,Production,DK,4,3,1,1,4,4,2,1,2,1,5,4,3
2019-06-22 12:05:57,12,Research and Development,DK,8,4,4,1,1,2,1,2,5,3,3,4,5
2019-06-01 13:20:32,0,Human Resources,DK,4,5,1,2,3,4,3,5,4,5,5,2,1
2019-06-05 16:24:04,12,Sales and Marketing,DK,10,1,4,1,5,1,4,2,2,2,4,1,4
2019-06-17 02:04:59,12,Human Resources,DK,5,3,2,1,2,5,3,5,4,2,2,2,3
2019-06-27 05:46:08,6,Sales and Marketing,DK,7,5,1,1,4,1,2,1,1,4,2,4,3
2019-06-29 23:03:03,15,Sales and Marketing,DK,10,1,1,3,3,1,5,5,4,4,2,2,4
2019-06-02 15:14:48,2,Sales and Marketing,DK,9,1,1,2,4,2,4,2,5,5,1,3,4
2019-06-04 04:54:48,4,Research and Development,DK,7,2,3,1,3,2,4,2,3,3,3,2,3
2019-06-12 04:26:48,13,Sales and Marketing,DK,7,2,1,2,2,3,2,1,2,3,1,2,4
