Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2019-12-03 06:32:37,4,Human Resources,DK,9,1,3,4,5,3,1,2,4,1,4,5,2
2019-12-24 18:03:27,8,Human Resources,DK,7,1,1,2,4,5,4,2,4,2,1,5,2
2019-12-30 11:50:21,11,Production,DK,4,1,5,3,5,1,4,3,2,1,4,2,3
2019-12-05 01:01:02,1,Finance and Administration,DK,5,1,3,4,4,3,3,5,4,4,2,1,4
2019-12-22 23:03:37,13,Finance and Administration,DK,9,1,1,4,3,3,1,2,4,4,1,3,3
2019-12-23 18:52:41,4,Human Resources,DK,5,2,1,4,3,4,2,5,1,2,5,4,2
2019-12-24 12:32:29,12,Human Resources,DK,4,3,4,4,5,1,3,3,2,3,5,2,1
2019-12-24 10:08:40,13,Sales and Marketing,DK,7,3,4,4,5,5,3,2,4,3,5,3,2
2019-12-22 22:12:28,3,Research and Development,DK,5,3,4,2,4,5,4,3,5,4,3,5,2
2019-12-28 19:33:11,12,Sales and Marketing,DK,6,2,3,5,4,2,1,3,1,3,2,3,2
2019-12-20 13:11:00,3,Human Resources,DK,7,5,3,2,3,4,5,5,5,4,5,4,2
2019-12-27 15:19:33,7,Sales and Marketing,DK,9,3,3,3,2,1,4,4,5,2,2,2,4
2019-12-29 05:26:21,6,Sales and Marketing,DK,10,3,3,4,2,3,5,2,3,5,1,3,1
2019-12-16 02:38:35,12,Finance and Administration,DK,9,5,5,3,5,5,3,5,5,2,1,4,1
2019-12-14 18:16:32,1,Research and Development,DK,10,4,1,3,3,4,3,4,4,1,3,2,2
2019-12-28 18:13:31,12,Human Resources,DK,9,1,2,3,3,2,1,4,1,5,1,3,4
2019-12-22 02:22:51,8,Customer Service,DK,5,2,5,5,5,4,4,1,5,1,4,4,5
2019-12-17 04:29:09,15,Finance and Administration,DK,8,3,3,5,1,5,5,4,1,5,4,2,3
2019-12-19 12:57:24,6,Customer Service,DK,7,3,2,2,3,5,4,4,4,4,3,1,1
2019-12-12 11:13:08,0,Research and Development,DK,7,2,1,4,5,4,1,3,1,3,5,5,3
2019-12-15 04:17:24,9,Customer Service,DK,4,4,2,5,1,5,4,3,1,3,5,3,1
2019-12-08 04:22:19,3,Sales and Marketing,DK,7,5,5,5,3,1,4,3,1,1,5,1,2
2019-12-19 17:34:25,4,Research and Development,DK,9,3,4,1,3,1,1,4,3,3,3,2,5
2019-12-24 17:02:13,5,Finance and Administration,DK,5,2,1,3,3,4,1,4,1,3,3,4,3
2019-12-21 17:30:44,10,Research and Development,DK,5,4,2,4,3,1,5,5,1,3,3,2,3
2019-12-02 13:07:23,3,Production,DK,6,1,3,2,4,5,3,3,3,5,5,5,4
2019-12-24 00:08:03,1,Human Resources,DK,8,2,2,5,3,5,3,4,4,2,3,5,5
2019-12-24 18:49:49,11,Sales and Marketing,DK,6,5,5,2,2,2,4,4,4,1,1,2,4
2019-12-01 10:32:42,11,Research and Development,DK,9,4,1,1,5,4,5,5,2,1,2,5,4
2019-12-18 17:02:08,7,Finance and Administration,DK,4,2,2,3,2,5,1,4,4,5,1,3,1
2019-12-09 18:57:01,12,Production,DK,8,4,4,2,1,1,4,4,1,5,5,3,3
2019-12-27 16:26:30,15,Finance and Administration,DK,7,3,4,1,3,3,4,2,5,1,5,4,2
2019-12-27 21:34:19,13,Production,DK,7,5,4,1,1,3,4,5,5,3,3,2,4
2019-12-26 18:12:53,12,Research and Development,DK,6,4,2,4,1,1,1,2,1,3,3,1,1
2019-12-12 11:07:53,4,Research and Development,DK,7,1,5,3,5,1,3,5,3,4,4,3,4
2019-12-21 00:00:53,1,Production,DK,8,4,4,2,2,2,3,3,2,2,4,1,2
2019-12-24 05:25:54,8,Finance and Administration,DK,4,1,3,5,1,1,3,3,5,2,1,2,4
2019-12-27 02:55:28,7,Sales and Marketing,DK,4,4,4,1,2,3,4,5,5,2,3,3,1
2019-12-28 19:01:46,5,Finance and Administration,DK,7,3,4,4,1,5,4,4,1,3,3,5,4
2019-12-18 06:21:26,4,Production,DK,7,3,4,4,5,3,4,4,1,3,3,5,3
2019-12-19 01:51:04,8,Sales and Marketing,DK,4,2,1,2,3,3,4,5,1,5,5,4,3
2019-12-15 03:30:40,8,Sales and Marketing,DK,6,5,4,1,4,5,5,4,2,1,4,3,4
2019-12-10 13:44:00,12,Research and Development,DK,7,3,5,5,2,4,5,5,4,1,5,1,2
2019-12-10 04:58:08,7,Research and Development,DK,7,4,4,3,2,5,2,3,5,2,4,5,1
2019-12-26 23:33:31,11,Research and Development,DK,4,4,2,4,5,4,5,5,2,3,3,4,1
2019-12-17 10:52:20,1,Sales and Marketing,DK,10,1,4,1,5,2,1,4,1,5,5,4,4
2019-12-24 02:00:55,10,Human Resources,DK,6,3,3,2,3,2,5,3,4,1,3,4,4
2019-12-17 17:54:30,7,Research and Development,DK,7,5,1,2,3,3,1,2,1,1,2,3,2
2019-12-14 15:08:28,9,Research and Development,DK,7,5,2,1,2,4,1,1,1,2,2,3,2
2019-12-29 03:58:37,6,Finance and Administration,DK,4,3,5,3,4,4,2,4,1,1,5,3,3
2019-12-23 07:05:42,3,Finance and Administration,DK,10,3,2,2,2,3,3,2,3,4,5,4,2
2019-12-14 12:13:50,15,Sales and Marketing,DK,9,4,2,4,2,1,5,4,3,5,5,2,5
2019-12-20 21:27:00,3,Production,DK,4,3,4,2,2,2,1,3,2,5,5,2,3
2019-12-25 19:05:47,0,Human Resources,DK,8,1,1,5,2,5,4,1,1,1,5,2,4
2019-12-06 15:38:05,14,Sales and Marketing,DK,6,1,1,5,1,3,1,4,4,4,4,3,3
2019-12-25 10:31:11,0,Research and Development,DK,8,4,5,3,4,2,2,4,5,4,1,3,1
2019-12-04 23:22:02,1,Finance and Administration,DK,6,3,3,5,3,4,5,4,2,5,3,1,5
2019-12-21 14:23:14,2,Human Resources,DK,9,5,3,3,5,3,5,4,3,1,4,3,2
2019-12-30 15:39:51,12,Research and Development,DK,6,3,3,5,3,1,3,2,5,3,4,3,2
2019-12-15 16:11:47,5,Customer Service,DK,7,4,2,1,2,1,4,4,5,1,3,1,1
2019-12-14 19:59:12,7,Customer Service,DK,6,1,1,2,1,4,1,3,2,4,4,4,1
2019-12-09 17:13:52,9,Customer Service,DK,7,3,4,2,5,1,3,3,4,1,1,5,2
2019-12-08 05:41:28,6,Production,DK,8,4,5,2,2,1,4,5,1,2,4,2,1
2019-12-18 10:42:02,7,Human Resources,DK,9,1,4,1,2,3,3,3,4,5,5,2,5
2019-12-09 17:16:10,8,Finance and Administration,DK,5,2,3,2,4,1,3,3,2,5,2,3,1
2019-12-12 12:27:56,2,Finance and Administration,DK,9,1,2,2,2,1,4,4,3,4,4,3,5
2019-12-26 04:11:10,2,Finance and Administration,DK,4,2,1,2,4,4,3,1,3,3,1,3,5
2019-12-11 19:03:44,13,Customer Service,DK,8,1,3,4,1,2,1,3,5,2,2,1,5
2019-12-17 13:57:15,5,Customer Service,DK,9,4,4,5,4,1,1,4,1,1,5,1,1
2019-12-27 16:18:36,4,Human Resources,DK,8,2,3,3,2,1,4,2,2,1,5,4,1
2019-12-24 04:22:08,12,Finance and Administration,DK,9,2,3,1,1,5,5,1,1,1,2,2,3
2019-12-06 17:04:52,10,Sales and Marketing,DK,4,1,4,1,3,2,4,4,4,4,4,1,2
2019-12-02 11:42:45,10,Production,DK,8,2,3,2,1,1,4,4,5,3,1,3,5
2019-12-18 00:05:08,12,Production,DK,8,5,1,4,2,5,4,3,3,1,1,3,3
2019-12-04 20:47:36,13,Customer Service,DK,7,1,5,2,1,1,4,2,2,5,4,4,3
2019-12-14 18:35:34,12,Customer Service,DK,8,1,3,4,2,5,2,3,4,1,3,5,5
2019-12-24 07:28:22,0,Human Resources,DK,8,4,4,1,3,5,4,1,3,4,2,1,1
2019-12-11 00:56:23,7,Customer Service,DK,10,2,2,3,2,1,1,5,1,5,5,4,3
2019-12-06 18:39:50,14,Sales and Marketing,DK,8,2,3,2,4,4,1,2,4,1,5,3,4
2019-12-22 06:13:53,15,Human Resources,DK,7,2,3,5,3,3,4,3,3,1,4,1,1
2019-12-19 23:57:31,6,Human Resources,DK,8,4,2,5,3,1,4,1,1,5,5,3,3
2019-12-21 10:58:05,9,Human Resources,DK,8,2,5,4,2,3,1,5,5,5,3,4,3
2019-12-23 12:27:44,6,Human Resources,DK,5,1,2,1,5,4,3,3,2,5,3,4,3
2019-12-24 08:12:36,5,Finance and Administration,DK,10,2,3,2,3,2,4,2,1,5,5,4,1
2019-12-14 20:39:32,12,Sales and Marketing,DK,7,2,3,3,1,4,5,4,5,2,1,3,2
2019-12-11 18:17:24,10,Production,DK,4,3,2,4,2,5,3,2,2,5,1,3,3
2019-12-21 17:27:04,6,Research and Development,DK,6,5,1,1,1,4,5,4,3,5,2,1,4
2019-12-06 15:40:20,7,Finance and Administration,DK,4,3,2,1,3,3,5,1,4,3,1,1,2
2019-12-21 10:11:54,6,Customer Service,DK,4,5,2,1,4,5,2,5,5,2,3,2,4
2019-12-08 14:17:11,15,Customer Service,DK,5,1,3,5,5,4,2,4,1,2,4,5,4
2019-12-07 19:12:18,5,Sales and Marketing,DK,4,5,1,2,2,5,4,5,3,4,3,1,3
2019-12-07 19:19:33,2,Finance and Administration,DK,7,1,5,4,2,3,2,2,5,3,3,5,1
2019-12-05 10:13:29,9,Research and Development,DK,8,1,1,5,1,2,1,3,5,2,4,2,5
2019-12-09 00:02:30,2,Sales and Marketing,DK,10,1,3,3,2,4,4,1,1,1,3,4,1
2019-12-06 22:59:51,10,Sales and Marketing,DK,5,3,1,2,4,3,2,4,1,3,3,4,3
2019-12-24 02:02:14,11,Sales and Marketing,DK,7,5,1,4,4,1,5,4,4,5,5,5,3
2019-12-15 14:09:39,14,Research and Development,DK,6,5,2,1,3,5,5,5,3,3,1,1,5
2019-12-07 12:47:17,8,Human Resources,DK,8,3,2,1,1,2,1,5,4,5,2,1,5
2019-12-02 11:19:45,9,Customer Service,DK,6,3,1,4,1,1,3,3,4,1,5,3,4
2019-12-04 03:19:33,13,Customer Service,DK,10,3,4,3,1,2,3,4,5,4,5,4,4
2019-12-23 18:16:27,15,Sales and Marketing,DK,8,5,3,2,2,2,2,1,1,1,2,3,3
2019-12-19 03:20:19,10,Research and Development,DK,6,2,1,3,1,4,2,2,4,5,1,4,3
2019-12-14 08:05:42,4,Sales and Marketing,DK,4,5,4,4,1,1,5,2,3,4,5,2,5
2019-12-04 03:56:41,2,Finance and Administration,DK,9,4,4,2,1,2,5,1,2,1,4,4,2
2019-12-14 08:35:23,5,Human Resources,DK,9,2,1,1,1,4,5,4,3,3,1,2,4
2019-12-07 18:30:53,2,Customer Service,DK,7,3,1,1,3,2,5,1,5,4,3,2,1
2019-12-11 03:02:27,7,Human Resources,DK,8,5,5,5,5,5,1,1,1,1,5,4,3
2019-12-20 07:11:13,13,Finance and Administration,DK,6,1,2,4,4,2,2,1,2,5,4,5,2
2019-12-15 21:11:48,1,Production,DK,9,1,1,3,5,1,3,3,3,4,1,1,5
2019-12-03 05:53:49,0,Sales and Marketing,DK,7,3,1,4,5,1,5,3,2,5,2,4,1
2019-12-01 11:53:14,13,Customer Service,DK,10,1,2,4,4,3,3,5,5,1,5,3,4
2019-12-24 16:02:22,4,Customer Service,DK,4,1,2,4,3,5,4,1,3,3,5,2,2
2019-12-24 05:39:53,10,Production,DK,10,2,2,4,5,4,4,5,4,4,5,4,3
2019-12-03 20:23:23,7,Finance and Administration,DK,4,3,1,1,4,1,2,2,1,4,1,5,2
2019-12-07 22:55:40,9,Sales and Marketing,DK,6,4,1,1,2,5,1,4,2,3,1,3,4
2019-12-23 07:07:47,15,Sales and Marketing,DK,9,2,3,2,3,5,1,4,2,4,1,3,4
2019-12-23 05:23:12,14,Production,DK,9,1,5,3,2,5,3,4,3,1,1,3,4
2019-12-15 08:19:01,5,Finance and Administration,DK,5,5,5,5,5,3,3,4,1,1,3,3,5
2019-12-07 16:52:36,14,Customer Service,DK,10,1,4,4,1,1,2,2,1,5,5,4,4
2019-12-18 15:28:25,9,Production,DK,9,2,3,2,2,2,3,5,3,4,1,2,5
2019-12-19 17:46:09,13,Human Resources,DK,6,2,4,4,4,5,1,5,2,2,1,3,3
2019-12-03 19:13:40,0,Sales and Marketing,DK,5,5,2,2,3,2,4,2,1,3,5,2,5
2019-12-05 13:59:31,2,Production,DK,9,1,1,5,1,5,4,4,1,3,3,2,4
2019-12-13 15:57:34,8,Research and Development,DK,10,4,1,4,4,5,3,4,1,2,1,1,3
2019-12-08 21:49:27,6,Customer Service,DK,9,3,3,5,5,2,2,3,2,4,5,4,4
2019-12-09 19:44:06,6,Human Resources,DK,7,4,4,5,2,1,1,1,3,3,4,1,3
2019-12-29 23:21:51,14,Research and Development,DK,7,3,1,4,3,1,2,2,4,5,1,2,1
2019-12-12 05:59:30,4,Finance and Administration,DK,8,2,2,5,2,5,2,3,1,4,1,3,2
2019-12-10 01:28:16,7,Production,DK,8,4,3,3,5,3,4,2,4,5,3,5,3
2019-12-29 22:43:03,9,Production,DK,7,4,1,1,2,3,1,4,5,5,5,4,3
2019-12-17 15:51:52,13,Production,DK,5,3,2,1,5,5,4,1,1,5,5,5,2
2019-12-19 01:12:15,8,Sales and Marketing,DK,6,3,4,1,4,1,4,1,4,1,1,1,3
2019-12-19 09:14:19,7,Customer Service,DK,8,4,1,1,3,1,3,4,3,4,3,5,5
2019-12-16 07:42:46,3,Human Resources,DK,9,1,5,3,5,5,5,4,2,5,2,1,5
2019-12-14 23:21:51,14,Customer Service,DK,10,3,5,1,5,4,2,3,1,5,3,2,3
2019-12-06 01:38:30,5,Sales and Marketing,DK,4,3,4,4,3,2,2,5,2,2,5,2,3
2019-12-15 21:49:57,6,Finance and Administration,DK,8,3,5,4,5,1,1,1,2,2,4,2,1
2019-12-23 00:02:43,1,Customer Service,DK,7,1,4,3,5,3,5,2,4,2,2,2,4
2019-12-18 00:08:27,6,Human Resources,DK,6,5,2,1,5,1,5,5,5,2,5,4,1
2019-12-06 16:38:17,8,Research and Development,DK,8,3,1,5,2,5,3,4,5,2,5,5,4
2019-12-07 08:34:23,8,Human Resources,DK,8,1,2,5,2,4,1,2,4,2,3,1,3
2019-12-13 22:17:11,14,Research and Development,DK,9,3,3,1,5,2,5,1,2,2,2,5,3
2019-12-07 18:12:55,12,Production,DK,10,2,2,5,5,4,3,1,5,5,4,5,1
2019-12-23 19:18:26,6,Sales and Marketing,DK,4,3,5,4,1,1,1,5,2,5,1,4,3
2019-12-05 17:25:07,1,Customer Service,DK,7,5,2,1,4,1,3,5,2,4,2,3,2
2019-12-10 00:04:39,2,Production,DK,10,5,1,4,1,1,2,1,4,3,4,1,5
2019-12-13 23:44:31,10,Customer Service,DK,9,3,3,3,3,5,4,5,1,5,4,5,3
2019-12-30 12:31:34,15,Customer Service,DK,7,3,5,1,1,2,5,1,1,1,4,2,2
2019-12-02 22:29:14,1,Customer Service,DK,7,2,2,3,5,3,5,3,5,5,2,3,2
2019-12-18 13:45:49,15,Sales and Marketing,DK,9,4,5,2,4,5,3,4,1,5,1,4,1
2019-12-09 22:57:07,0,Production,DK,4,3,5,3,2,3,3,5,1,3,2,2,2
2019-12-05 11:59:34,6,Production,DK,6,5,4,4,2,1,4,4,1,1,5,4,3
2019-12-17 13:55:42,5,Research and Development,DK,4,3,3,5,5,3,3,2,3,5,5,2,5
2019-12-28 15:04:38,9,Sales and Marketing,DK,9,5,4,4,1,3,4,4,5,5,3,4,3
2019-12-25 22:49:03,5,Customer Service,DK,5,4,2,1,1,5,5,2,4,1,5,3,3
2019-12-05 04:00:28,4,Research and Development,DK,8,4,4,3,5,2,3,2,4,4,4,4,2
2019-12-18 05:31:22,15,Finance and Administration,DK,8,5,2,1,3,2,4,1,2,1,1,5,3
2019-12-20 20:27:14,6,Customer Service,DK,4,2,5,1,1,1,1,5,1,4,5,3,3
2019-12-24 07:06:33,13,Research and Development,DK,10,1,4,5,2,4,4,2,2,2,2,1,2
2019-12-26 15:06:50,1,Human Resources,DK,8,4,4,2,1,1,2,5,2,1,5,3,2
2019-12-30 09:45:58,15,Customer Service,DK,9,4,1,3,4,1,1,5,3,5,3,4,4
2019-12-08 22:32:58,14,Research and Development,DK,7,1,3,4,5,1,2,5,1,5,5,3,3
2019-12-23 03:22:36,12,Sales and Marketing,DK,7,5,5,1,1,1,5,3,3,5,4,1,3
2019-12-25 04:30:00,1,Customer Service,DK,6,1,4,1,5,3,5,1,5,3,4,3,5
2019-12-09 18:27:40,15,Production,DK,9,2,4,4,1,4,2,5,4,4,2,3,4
2019-12-20 17:48:52,0,Customer Service,DK,6,2,4,4,5,3,4,1,4,1,4,4,1
2019-12-21 23:35:12,1,Sales and Marketing,DK,4,4,3,4,1,1,1,1,3,4,1,3,4
