Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2019-12-03 23:41:18,1,Sales and Marketing,US,7,3,4,1,4,3,4,2,4,4,3,1,4
2019-12-04 01:40:58,3,Finance and Administration,US,4,4,5,3,2,5,3,4,1,3,5,3,2
2019-12-18 20:43:25,3,Finance and Administration,US,8,3,2,2,4,1,1,1,4,2,5,1,5
2019-12-27 04:12:15,7,Production,US,4,2,3,3,4,4,4,1,2,5,5,4,1
2019-12-17 08:53:05,2,Human Resources,US,9,2,4,1,4,1,4,4,4,4,4,5,5
2019-12-15 10:42:11,1,Customer Service,US,4,2,3,1,2,4,5,5,1,5,4,1,1
2019-12-09 06:51:11,0,Sales and Marketing,US,4,5,3,1,1,1,2,3,1,4,2,3,4
2019-12-07 09:21:06,13,Production,US,9,1,1,1,5,1,5,4,4,4,3,5,5
2019-12-16 23:25:20,1,Finance and Administration,US,7,3,4,5,2,2,5,4,5,1,5,4,3
2019-12-16 08:24:30,5,Sales and Marketing,US,7,4,2,3,1,3,3,2,4,5,3,3,3
2019-12-08 11:12:32,9,Research and Development,US,8,2,5,4,3,2,3,1,1,4,2,3,4
2019-12-03 09:45:37,2,Production,US,10,4,2,4,2,3,4,4,5,5,5,5,2
2019-12-20 19:39:28,1,Human Resources,US,4,2,5,5,3,2,4,4,1,1,3,3,5
2019-12-04 21:58:27,4,Production,US,4,2,1,3,3,1,4,4,1,5,3,4,5
2019-12-16 00:37:17,12,Sales and Marketing,US,4,3,2,3,5,5,2,4,5,5,1,2,4
2019-12-29 21:16:40,8,Finance and Administration,US,5,4,3,3,2,2,5,5,5,2,2,1,1
2019-12-14 20:56:35,6,Production,US,8,3,5,1,3,4,5,5,4,4,5,5,2
2019-12-18 10:42:46,1,Research and Development,US,10,1,4,2,2,4,3,3,1,3,2,1,4
2019-12-26 10:44:28,1,Customer Service,US,8,4,4,1,2,5,2,3,2,3,4,2,4
2019-12-14 06:31:56,10,Finance and Administration,US,8,3,1,3,4,3,4,4,4,1,4,4,3
2019-12-24 01:19:06,8,Production,US,7,1,2,1,3,2,4,1,3,5,3,3,3
2019-12-05 08:14:20,5,Finance and Administration,US,8,3,2,3,1,1,2,3,3,5,3,1,1
2019-12-02 17:10:20,13,Production,US,5,1,3,3,5,4,3,4,3,2,5,4,3
2019-12-20 18:29:03,14,Finance and Administration,US,9,5,3,3,2,4,3,5,5,5,2,2,2
2019-12-26 00:16:15,8,Sales and Marketing,US,4,4,1,1,4,5,5,5,2,3,3,3,3
2019-12-13 13:06:56,2,Customer Service,US,10,3,1,2,4,3,1,1,5,4,2,2,5
2019-12-21 09:38:38,14,Customer Service,US,7,3,4,3,2,3,1,5,3,3,4,2,1
2019-12-04 17:47:08,7,Customer Service,US,8,1,4,1,1,4,3,1,4,4,4,2,4
2019-12-08 14:49:41,4,Finance and Administration,US,6,3,1,2,4,4,1,3,4,3,5,5,2
2019-12-26 10:38:21,7,Customer Service,US,4,2,2,4,2,3,4,4,1,2,3,3,1
2019-12-28 20:10:19,12,Sales and Marketing,US,5,4,3,4,1,1,5,2,4,2,1,5,2
2019-12-30 11:43:45,6,Finance and Administration,US,4,5,1,5,4,4,5,2,4,3,4,2,1
2019-12-04 09:50:20,2,Finance and Administration,US,4,5,5,5,4,4,1,5,2,1,1,4,5
2019-12-03 00:46:04,8,Sales and Marketing,US,4,4,5,3,3,3,3,5,5,5,5,2,4
2019-12-23 09:34:17,3,Human Resources,US,8,4,3,5,3,2,2,4,4,2,3,4,4
2019-12-06 13:57:32,2,Production,US,6,3,5,3,1,3,2,4,5,2,1,4,2
2019-12-27 07:10:28,1,Customer Service,US,4,4,4,5,1,1,4,5,1,3,4,1,5
2019-12-14 17:11:26,6,Finance and Administration,US,5,1,2,4,5,5,1,5,3,4,1,2,1
2019-12-27 08:45:10,10,Production,US,9,5,5,1,2,1,5,5,2,5,5,4,3
2019-12-12 14:05:24,3,Finance and Administration,US,7,4,2,4,3,3,2,3,1,5,3,4,3
2019-12-28 11:12:20,15,Finance and Administration,US,9,2,1,3,4,4,3,2,1,2,5,2,5
2019-12-05 02:20:51,5,Sales and Marketing,US,10,4,5,1,2,2,2,4,3,2,3,4,5
2019-12-26 23:33:33,13,Human Resources,US,10,3,4,3,1,1,1,2,5,4,3,5,1
2019-12-17 08:50:31,1,Customer Service,US,8,3,4,4,1,1,5,4,2,2,1,2,2
2019-12-28 14:56:31,2,Customer Service,US,10,1,2,3,4,3,1,5,3,1,5,3,1
2019-12-01 03:08:26,6,Human Resources,US,4,4,5,3,1,2,5,4,5,3,5,4,3
2019-12-12 03:07:40,8,Human Resources,US,4,4,5,5,3,1,1,5,5,4,3,2,5
2019-12-10 18:47:47,6,Human Resources,US,5,5,3,3,1,1,1,4,1,2,5,3,3
2019-12-29 20:14:16,1,Sales and Marketing,US,10,1,2,4,4,2,4,3,1,3,2,1,3
2019-12-04 19:21:25,6,Sales and Marketing,US,4,4,2,5,4,3,4,4,5,3,2,1,5
2019-12-28 11:48:41,5,Finance and Administration,US,7,2,1,2,5,5,1,1,4,2,1,2,3
2019-12-21 08:52:42,11,Human Resources,US,4,5,5,4,2,4,4,1,1,5,2,1,4
2019-12-24 03:00:30,15,Finance and Administration,US,4,5,1,3,5,3,1,2,2,2,4,2,3
2019-12-08 10:55:04,8,Sales and Marketing,US,9,3,4,3,5,2,2,5,4,5,1,4,1
2019-12-03 23:09:13,10,Sales and Marketing,US,7,2,3,2,4,2,3,4,3,5,3,2,2
2019-12-14 03:01:40,15,Production,US,8,2,3,4,4,5,5,1,3,4,5,4,4
2019-12-25 16:08:40,0,Production,US,6,4,2,2,2,4,1,1,1,1,3,3,5
2019-12-30 04:04:45,2,Sales and Marketing,US,10,2,4,5,4,3,1,5,5,2,4,2,1
2019-12-28 23:15:54,5,Human Resources,US,7,1,2,2,3,3,4,3,5,3,2,3,3
2019-12-08 23:54:21,2,Sales and Marketing,US,4,3,2,1,2,4,1,5,1,3,1,1,3
2019-12-14 01:27:29,6,Finance and Administration,US,10,2,4,3,5,2,1,3,4,4,2,1,4
2019-12-23 05:22:08,14,Research and Development,US,7,3,2,5,3,5,3,5,5,1,5,3,5
2019-12-22 10:18:54,2,Finance and Administration,US,4,5,2,5,4,5,5,5,4,3,3,1,1
2019-12-23 00:47:28,12,Production,US,9,1,3,3,1,4,1,1,3,1,3,3,5
2019-12-19 04:21:41,12,Finance and Administration,US,8,3,5,3,1,3,5,1,1,4,1,1,5
2019-12-09 03:08:10,9,Customer Service,US,9,5,1,3,1,4,3,4,1,4,4,1,5
2019-12-28 22:46:08,4,Customer Service,US,6,2,1,4,2,1,2,2,4,4,3,1,3
2019-12-08 02:54:56,5,Production,US,10,4,3,4,1,2,3,2,3,4,5,5,2
2019-12-21 10:04:49,2,Sales and Marketing,US,9,2,1,4,1,4,4,2,2,2,1,3,4
2019-12-18 06:44:18,14,Finance and Administration,US,8,5,3,3,5,2,1,2,3,4,5,3,1
2019-12-19 18:34:07,7,Production,US,5,5,3,2,1,4,3,5,5,5,3,3,1
2019-12-15 10:23:48,3,Sales and Marketing,US,4,2,4,4,2,3,3,4,2,2,2,5,2
2019-12-21 07:33:31,11,Production,US,6,3,4,2,2,2,4,5,5,3,1,1,5
2019-12-27 21:36:13,9,Sales and Marketing,US,8,4,4,1,5,3,3,4,4,3,4,2,1
2019-12-13 12:22:59,12,Customer Service,US,4,3,1,1,5,5,2,1,4,3,1,5,1
2019-12-20 14:58:45,5,Customer Service,US,10,1,5,1,3,4,3,2,1,2,1,2,1
2019-12-10 23:02:48,12,Human Resources,US,4,3,3,5,3,1,3,5,4,4,1,1,1
2019-12-09 08:10:35,7,Human Resources,US,8,1,2,4,1,3,3,3,2,3,1,3,3
2019-12-02 03:13:43,7,Customer Service,US,7,1,1,1,2,2,4,2,4,2,5,4,5
2019-12-03 07:09:29,6,Production,US,10,3,3,4,2,1,2,4,5,4,3,5,1
2019-12-19 02:11:06,6,Sales and Marketing,US,4,4,5,5,1,3,4,4,3,5,5,5,4
2019-12-29 22:05:29,6,Research and Development,US,9,1,3,4,5,4,2,5,3,5,2,2,2
2019-12-29 13:32:11,7,Human Resources,US,6,1,4,5,3,4,4,1,2,2,3,3,1
2019-12-13 03:05:59,8,Research and Development,US,10,3,1,2,1,4,4,4,3,4,1,1,2
2019-12-09 17:29:59,1,Human Resources,US,8,5,2,2,1,4,1,1,4,5,3,2,3
2019-12-27 00:11:24,3,Research and Development,US,8,5,1,4,2,5,5,1,3,3,2,2,4
2019-12-21 08:50:17,10,Sales and Marketing,US,9,5,2,3,2,1,2,1,5,5,2,3,3
2019-12-15 00:01:44,5,Finance and Administration,US,9,2,4,3,5,4,1,5,1,2,3,2,2
2019-12-28 02:17:12,3,Production,US,9,4,3,1,5,3,4,4,3,5,4,5,5
2019-12-28 11:24:06,9,Finance and Administration,US,9,1,1,4,2,4,5,5,2,4,2,1,3
2019-12-03 18:28:58,5,Human Resources,US,5,3,2,4,4,1,2,2,3,4,4,2,2
2019-12-11 16:01:40,6,Finance and Administration,US,4,2,3,4,4,1,1,4,3,4,5,5,1
2019-12-12 13:37:16,11,Sales and Marketing,US,6,2,5,2,3,2,2,2,4,2,4,2,5
2019-12-24 00:09:38,4,Customer Service,US,6,4,3,2,5,5,3,4,2,2,2,5,3
2019-12-12 10:00:11,13,Customer Service,US,9,5,1,3,4,2,3,1,5,1,5,1,1
2019-12-09 18:24:03,9,Customer Service,US,4,1,5,4,2,1,4,2,5,3,1,5,2
2019-12-13 21:02:36,7,Research and Development,US,8,1,5,1,4,2,1,2,4,4,4,4,1
2019-12-03 23:32:47,12,Production,US,5,3,1,1,2,3,5,3,5,5,1,2,1
2019-12-09 09:17:29,3,Production,US,10,2,1,2,1,4,5,3,4,1,5,1,4
2019-12-16 07:54:09,9,Finance and Administration,US,6,5,4,3,2,2,2,4,5,5,3,5,3
2019-12-08 03:55:35,5,Human Resources,US,5,4,2,4,4,5,2,5,4,2,3,4,1
2019-12-12 18:51:51,10,Human Resources,US,6,5,2,3,3,2,2,3,5,4,3,3,5
2019-12-19 14:34:09,9,Customer Service,US,7,1,4,2,3,2,4,2,3,2,3,1,1
2019-12-23 20:33:37,15,Customer Service,US,10,5,1,1,1,5,3,5,4,4,3,1,2
2019-12-12 19:36:45,13,Production,US,6,1,3,1,2,2,4,3,5,4,5,1,4
2019-12-29 14:05:32,11,Finance and Administration,US,4,5,4,5,5,2,2,2,1,5,4,5,2
2019-12-15 14:39:17,4,Production,US,7,2,3,4,5,2,5,4,5,2,4,4,2
2019-12-03 22:56:52,2,Research and Development,US,4,4,2,5,3,1,3,4,2,1,2,2,5
2019-12-23 09:35:27,10,Sales and Marketing,US,10,4,1,1,3,1,5,1,5,1,2,4,1
2019-12-04 00:16:47,8,Research and Development,US,6,2,4,3,5,1,1,4,2,3,3,2,3
2019-12-29 18:43:47,12,Sales and Marketing,US,8,3,5,5,1,4,1,1,2,3,1,3,1
2019-12-17 20:41:31,4,Human Resources,US,4,5,5,5,2,5,4,1,1,2,3,4,4
2019-12-30 08:34:39,5,Finance and Administration,US,7,1,5,5,3,3,2,3,5,3,3,5,4
2019-12-02 01:07:34,5,Finance and Administration,US,6,3,3,5,1,3,4,1,1,4,3,2,5
2019-12-14 10:37:57,2,Finance and Administration,US,4,2,2,5,1,2,4,5,1,3,3,4,1
2019-12-23 17:15:54,11,Sales and Marketing,US,7,5,3,3,3,1,1,4,2,4,1,2,3
2019-12-20 03:19:07,13,Research and Development,US,8,1,4,3,4,1,5,3,5,3,4,1,5
2019-12-11 13:50:01,13,Customer Service,US,4,5,3,1,2,2,5,2,3,4,2,2,2
2019-12-22 08:28:12,5,Production,US,4,3,2,2,4,1,4,2,2,4,4,3,5
2019-12-20 10:27:38,10,Sales and Marketing,US,6,1,3,3,5,5,1,4,1,3,3,4,2
2019-12-18 19:59:08,5,Research and Development,US,9,1,4,3,4,3,1,1,5,4,2,1,1
2019-12-09 13:24:48,14,Sales and Marketing,US,5,5,4,2,4,3,4,4,2,3,4,4,1
2019-12-13 08:45:32,13,Research and Development,US,8,3,3,1,5,1,4,3,3,4,3,2,5
2019-12-06 08:53:09,3,Sales and Marketing,US,5,5,3,4,5,4,5,2,3,5,2,1,3
2019-12-02 07:43:17,2,Customer Service,US,8,2,5,3,4,4,4,1,3,1,4,3,5
2019-12-07 19:17:58,9,Production,US,6,1,4,4,3,2,4,3,3,3,4,3,5
2019-12-27 20:28:30,10,Customer Service,US,6,1,5,3,4,5,1,5,4,3,1,4,5
2019-12-02 18:05:55,4,Research and Development,US,10,3,3,4,5,4,2,1,1,4,2,2,3
2019-12-23 12:17:52,10,Sales and Marketing,US,4,5,3,5,3,5,2,1,3,4,1,5,3
2019-12-06 19:58:12,6,Customer Service,US,7,1,1,5,3,3,5,5,2,4,4,1,3
2019-12-04 10:17:49,3,Sales and Marketing,US,8,3,2,1,2,2,5,1,3,4,5,2,5
2019-12-02 08:54:32,6,Production,US,9,3,3,2,4,2,1,1,2,3,2,1,1
2019-12-27 18:38:17,5,Production,US,4,5,1,5,4,3,4,2,3,3,2,3,1
2019-12-23 08:53:21,9,Sales and Marketing,US,8,5,5,1,4,4,5,3,4,5,1,2,5
2019-12-05 09:52:59,1,Research and Development,US,8,1,4,4,5,2,3,2,3,5,5,2,4
2019-12-07 20:01:57,13,Human Resources,US,7,3,2,3,5,2,1,2,1,4,5,1,2
2019-12-20 06:47:09,7,Human Resources,US,10,5,1,3,1,1,5,2,2,1,3,3,5
2019-12-22 18:51:26,0,Human Resources,US,4,1,4,1,2,3,1,1,4,1,4,2,5
2019-12-29 04:20:24,6,Research and Development,US,5,2,3,5,5,3,5,2,2,2,2,5,1
2019-12-09 16:26:42,2,Research and Development,US,10,5,3,1,3,3,2,4,4,5,3,4,3
2019-12-15 12:00:07,15,Sales and Marketing,US,6,3,3,5,4,4,3,2,3,2,1,5,2
2019-12-14 16:14:45,9,Human Resources,US,8,4,5,4,5,1,3,3,1,2,3,4,5
2019-12-02 04:24:15,13,Research and Development,US,10,1,4,4,3,1,3,2,3,1,2,5,2
2019-12-08 21:28:55,12,Human Resources,US,7,1,1,3,3,3,4,4,3,2,5,5,2
2019-12-26 23:27:27,11,Human Resources,US,10,3,5,4,1,4,5,5,4,1,2,3,3
2019-12-14 10:19:52,3,Research and Development,US,4,5,1,3,1,5,1,4,1,5,5,4,1
2019-12-22 18:54:30,0,Human Resources,US,6,5,3,1,2,3,2,5,1,2,3,3,1
2019-12-24 20:31:31,15,Production,US,8,5,2,5,4,4,3,4,5,4,2,5,5
2019-12-09 12:57:46,2,Customer Service,US,9,4,1,5,2,2,2,3,3,2,3,4,4
2019-12-18 14:17:22,0,Production,US,8,5,1,5,4,4,1,1,3,3,1,2,1
2019-12-11 06:17:01,1,Human Resources,US,7,5,4,5,4,3,1,2,2,3,1,3,1
2019-12-22 19:42:37,3,Customer Service,US,8,5,5,4,3,4,1,3,2,4,4,5,5
2019-12-27 15:09:16,13,Human Resources,US,10,5,2,2,4,5,2,1,5,5,4,2,5
2019-12-25 23:40:29,9,Production,US,7,4,4,5,3,2,3,4,1,3,5,1,2
2019-12-20 09:51:55,4,Human Resources,US,5,4,5,2,3,5,4,4,2,4,4,5,1
2019-12-29 13:51:01,8,Research and Development,US,5,5,4,4,1,2,2,3,1,2,5,4,2
2019-12-17 19:21:36,13,Research and Development,US,5,5,1,4,5,1,1,2,1,1,4,4,2
2019-12-11 18:22:03,0,Research and Development,US,10,1,1,3,5,2,2,4,3,3,1,2,3
2019-12-25 09:27:43,3,Customer Service,US,4,3,2,2,1,1,3,3,5,3,5,1,3
2019-12-07 06:10:19,11,Sales and Marketing,US,8,3,3,4,2,3,5,3,1,3,2,5,3
2019-12-18 13:41:18,15,Production,US,6,3,2,4,5,1,2,4,1,5,5,3,1
2019-12-08 12:23:13,12,Research and Development,US,4,1,1,3,1,4,5,4,3,4,1,4,5
2019-12-20 03:02:57,7,Research and Development,US,4,1,1,2,2,5,3,4,4,1,1,5,5
2019-12-16 19:25:48,5,Production,US,7,1,2,1,5,1,2,3,5,2,2,3,1
2019-12-02 00:38:27,2,Production,US,10,3,1,1,5,5,4,1,3,4,3,1,3
2019-12-16 14:51:10,13,Customer Service,US,7,1,5,5,1,1,2,4,1,2,1,1,1
2019-12-22 01:03:44,8,Production,US,9,1,3,4,3,1,5,3,2,1,2,4,4
2019-12-27 19:52:50,9,Human Resources,US,8,3,4,1,2,4,5,1,1,5,3,5,4
2019-12-24 02:59:09,10,Research and Development,US,4,5,1,1,3,2,1,1,3,4,2,4,1
2019-12-12 22:41:03,3,Finance and Administration,US,4,4,1,5,3,5,1,1,3,1,3,1,5
2019-12-02 04:25:18,15,Human Resources,US,8,2,5,2,2,2,2,3,5,3,3,2,4
2019-12-21 01:22:38,13,Finance and Administration,US,7,3,2,2,1,4,1,5,2,3,2,1,2
2019-12-16 03:54:27,5,Finance and Administration,US,9,1,4,2,5,1,5,4,2,2,5,1,5
2019-12-16 20:54:06,1,Human Resources,US,9,4,2,1,4,5,5,4,5,3,1,2,5
2019-12-28 05:15:41,12,Sales and Marketing,US,7,5,2,1,3,5,1,2,3,2,5,2,5
2019-12-16 17:13:35,6,Production,US,6,2,5,4,1,5,4,5,3,3,3,4,1
2019-12-09 22:20:13,4,Sales and Marketing,US,4,1,4,2,3,4,1,2,5,4,4,1,3
2019-12-06 13:47:06,1,Production,US,8,5,2,3,1,1,5,3,2,3,4,4,3
2019-12-23 08:50:36,8,Finance and Administration,US,5,3,5,2,3,1,3,2,1,1,5,2,1
2019-12-11 13:18:21,8,Finance and Administration,US,7,1,2,3,1,4,3,5,2,1,1,2,3
2019-12-25 18:59:40,14,Sales and Marketing,US,4,2,1,3,5,3,5,5,4,1,4,1,4
2019-12-23 03:54:19,12,Human Resources,US,10,4,5,1,4,1,2,1,3,1,1,5,2
2019-12-01 00:20:21,13,Research and Development,US,8,1,4,1,4,5,1,2,1,5,3,3,5
2019-12-09 02:33:07,7,Human Resources,US,6,3,2,2,2,4,4,5,1,1,1,1,1
2019-12-11 09:53:08,10,Finance and Administration,US,6,5,5,1,4,3,5,1,4,4,2,3,3
2019-12-07 12:57:58,2,Customer Service,US,5,3,5,1,5,1,2,4,3,4,4,3,1
2019-12-23 02:34:58,5,Finance and Administration,US,10,1,1,1,1,3,5,1,3,4,3,2,4
2019-12-29 07:22:56,9,Production,US,5,3,5,4,1,5,5,1,2,5,4,2,5
2019-12-15 07:13:38,3,Production,US,10,2,1,5,3,2,4,5,3,4,3,3,1
2019-12-25 16:19:01,7,Finance and Administration,US,4,3,5,3,4,4,5,4,2,2,3,5,2
2019-12-22 17:08:55,10,Research and Development,US,9,5,1,5,4,2,1,1,3,5,1,2,4
2019-12-06 10:57:31,5,Production,US,7,3,4,5,5,3,2,1,5,4,5,1,3
2019-12-18 23:56:26,13,Research and Development,US,10,5,2,5,5,5,4,1,1,1,1,4,1
2019-12-25 19:17:41,6,Finance and Administration,US,10,5,2,3,4,3,3,3,5,2,4,2,4
2019-12-12 17:55:58,13,Production,US,7,5,4,3,2,1,3,5,3,2,5,5,3
2019-12-01 07:11:30,6,Customer Service,US,8,1,2,4,1,5,4,5,5,2,2,1,5
2019-12-21 01:52:41,8,Research and Development,US,8,2,2,5,4,3,2,5,3,5,2,1,4
2019-12-03 13:43:49,10,Customer Service,US,6,2,3,2,4,1,2,3,3,3,1,5,2
2019-12-11 22:28:58,13,Production,US,10,5,1,4,4,1,5,4,3,5,4,3,1
2019-12-16 21:19:57,0,Research and Development,US,9,4,1,4,1,5,1,1,4,2,2,1,3
