Date,How many years have you worked for Acme Corporation?,In which business unit do you currently work?,In which office are you currently working?,How satisfied are you with working at Acme Corporation?,My performance is measured against clearly defined outcomes and metrics.,I have access to everything that I need to perform at my job.,My strengths are recognized and I put them into practice every day.,I receive meaningful recognition for doing a good job.,I am happy with the relationship with my manager.,My manager supports me to get better at my valued skills.,My opinions matter and are taken into consideration.,My job counts towards achieving the goals of the organization.,My colleagues are accountable for doing quality work.,I consider at least one of my colleagues to be a true friend.,I have received support for personal growth and development in the last six months.,There are ongoing opportunities for learning and growth in my role.
2018-12-08 17:09:43,8,Human Resources,FR,10,5,4,2,2,3,4,3,4,5,4,1,2
2018-12-19 18:47:20,14,Finance and Administration,FR,9,5,4,2,5,3,4,5,5,4,1,3,4
2018-12-16 05:24:22,13,Sales and Marketing,FR,10,5,4,4,4,3,4,5,5,5,1,5,2
2018-12-27 10:40:11,9,Sales and Marketing,FR,10,1,3,4,4,3,4,3,5,5,1,5,5
2018-12-19 01:52:45,4,Sales and Marketing,FR,9,1,4,2,3,3,4,5,3,5,1,2,4
2018-12-03 13:01:07,10,Research and Development,FR,9,1,3,4,4,3,4,3,3,4,1,5,1
2018-12-22 18:03:06,12,Customer Service,FR,9,5,4,4,5,3,3,5,5,4,4,1,3
2018-12-17 08:49:04,14,Finance and Administration,FR,9,5,3,4,3,3,4,5,5,4,4,3,5
2018-12-25 03:46:50,4,Sales and Marketing,FR,9,1,4,4,1,3,4,3,3,5,1,5,5
2018-12-21 16:30:03,12,Sales and Marketing,FR,10,1,4,4,2,3,3,3,3,5,1,5,5
2018-12-28 07:23:04,0,Research and Development,FR,9,1,3,2,3,3,4,3,3,4,1,3,3
2018-12-14 12:33:31,10,Sales and Marketing,FR,9,5,3,2,4,3,4,5,3,4,4,2,1
2018-12-15 04:29:09,10,Human Resources,FR,10,5,4,4,4,3,3,5,4,5,1,5,3
2018-12-11 08:07:00,0,Sales and Marketing,FR,10,5,3,2,1,3,4,3,4,5,4,5,5
2018-12-13 11:43:43,12,Sales and Marketing,FR,9,5,3,2,4,3,3,5,4,4,1,3,2
2018-12-18 12:36:52,4,Finance and Administration,FR,9,1,4,4,2,3,4,3,5,4,4,5,5
2018-12-26 17:51:03,4,Production,FR,10,5,4,2,1,3,3,3,5,5,4,2,5
2018-12-07 00:50:59,9,Research and Development,FR,9,1,4,4,3,3,4,5,4,5,4,4,1
